All,appliances,All 4000
208.652,208.652,153.1390825688
130.0602186264,116.141,95.4570411937
4081.9386666667,2337.772,2995.9182874618
4287.9226666667,2543.756,3147.099204893
196.9767368761,189.07,144.5700821109
261.086,261.086,191.6227522936
201.381,201.381,147.8025688073
95.986,95.986,70.448440367
116.985,116.985,85.8605504587
283.649,283.649,208.1827522936
210.511,210.511,154.5034862385
284.768,284.768,209.0040366972
63.101,63.101,46.3126605505
248.3,248.3,182.2385321101
260.319,260.319,191.0598165138
408.659,408.659,299.9332110092
704.839,704.839,517.3130275229
430.469,430.469,315.9405504587
335.422,335.422,246.1812844037
272.873,272.873,200.2737614679
150.319,150.319,110.3258715596
1891.1526666667,146.986,1388.0019571866
298.649,298.649,219.1919266055
240.319,240.319,176.3809174312
1814.4856666667,70.319,1331.7325993884
1851.1526666667,106.986,1358.6441590214
942.9383004517,310.319,692.064807671
727.4923333333,378.659,533.9393272171
640.8223333333,291.989,470.3283180428
121.986,121.986,89.5310091743
70.319,70.319,51.6102752294
136.989,136.989,100.5423853211
421.203,421.203,309.1398165138
1099.636,1099.636,807.072293578
943.656,943.656,692.591559633
20.319,20.319,14.9130275229
20.319,20.319,14.9130275229
93.652,93.652,68.735412844
20.319,20.319,14.9130275229
123.649,123.649,90.751559633
190.316,190.316,139.6814678899
83.652,83.652,61.3959633028
256.989,256.989,188.6157798165
93.652,93.652,68.735412844
20.319,20.319,14.9130275229
190.316,190.316,139.6814678899
210.6990664521,175.319,154.6415166621
153.652,153.652,112.7721100917
372.866,372.866,273.6631192661
138.2239299958,98.832,101.4487559602
263.9890968494,169.302,193.7534655775
2018.2856666667,274.119,1481.3105810398
2159.5996666667,415.433,1585.0272782875
448.763,448.763,329.3673394495
201.986,201.986,148.2466055046
373.649,373.649,274.2377981651
160.319,160.319,117.6653211009
93.652,93.652,68.735412844
205.36,205.36,150.7229357798
339.0825730301,312.1,248.8679435083
245.433,245.433,180.1343119266
250.436,250.436,183.8062385321
160.433,160.433,117.7489908257
245.317,245.317,180.0491743119
223.65,223.65,164.1467889908
297.8480703998,256.984,218.6040883668
1949.4806666667,205.314,1430.811498471
2542.8136666667,798.647,1866.2852599388
1588.621,1588.621,1165.9603669725
181.984,181.984,133.5662385321
464.7631968557,401.95,341.1106031968
810.21,810.21,594.6495412844
1698.537,1698.537,1246.6326605505
565.2,565.2,414.8256880734
31.87,31.87,23.3908256881
225.207,225.207,165.2895412844
1745.319,1745.319,1280.9680733945
1205.316,1205.316,884.6355963303
236.982,236.982,173.9317431193
233.649,233.649,171.4855045872
333.9446107005,289.076,245.096961982
2104.4856666667,360.319,1544.5766360856
1837.8186666667,93.652,1348.8577370031
351.986,351.986,258.3383486239
123.649,123.649,90.751559633
54.053,54.053,39.6719266055
70.92,70.92,52.0513761468
333.849,333.849,245.0267889908
163.652,163.652,120.111559633
142.576,142.576,104.6429357798
238.7,238.7,175.1926605505
526.639,526.639,386.5240366972
272.458,272.458,199.9691743119
258.776,258.776,189.9273394495
318.814,318.814,233.9919266055
477.157,477.157,350.2069724771
597.249,597.249,438.3478899083
414.569,414.569,304.2708256881
239.566,239.566,175.8282568807
285.426,285.426,209.4869724771
2143.4410583296,381.376,1573.1677492327
2151.4926666667,407.326,1579.0771865444
389.832,389.832,286.1152293578
378.639,378.639,277.9001834862
685.9968820508,615.739,503.483950129
697.936,697.936,512.2466055046
233.731,233.731,171.5456880734
193.2483338708,182.064,141.8336395382
393.049,393.049,288.4763302752
449.716,449.716,330.0667889908
533.171,533.171,391.3181651376
314.319,314.319,230.6928440367
210.986,210.986,154.8521100917
343.659,343.659,252.2267889908
280.322,280.322,205.7409174312
1831.1526666667,86.986,1343.9652599388
325.853,325.853,239.1581651376
175.319,175.319,128.6744954128
20.319,20.319,14.9130275229
20.319,20.319,14.9130275229
1837.8186666667,93.652,1348.8577370031
1904.4856666667,160.319,1397.78764526
1063.0844549972,175.319,780.2454715576
665.8193333333,316.986,488.6747400612
432.4853333333,83.652,317.4204281346
20.319,20.319,14.9130275229
20.319,20.319,14.9130275229
196.986,196.986,144.5768807339
108.652,108.652,79.744587156
175.319,175.319,128.6744954128
123.649,123.649,90.751559633
20.319,20.319,14.9130275229
56.986,56.986,41.824587156
120.319,120.319,88.3075229358
212.91,212.91,156.2642201835
251.434,251.434,184.5387155963
199.764,199.764,146.6157798165
20.319,20.319,14.9130275229
196.986,196.986,144.5768807339
93.652,93.652,68.735412844
153.649,153.649,112.7699082569
53.652,53.652,39.3776146789
262.383,262.383,192.5746788991
431.986,431.986,317.0539449541
123.649,123.649,90.751559633
196.986,196.986,144.5768807339
56.986,56.986,41.824587156
20.319,20.319,14.9130275229
37.6634735511,20.319,27.6429163678
365.319,365.319,268.1240366972
307.634,307.634,225.7864220183
245.465,245.465,180.1577981651
2027.9656666667,283.799,1488.4151681957
173.799,173.799,127.5588990826
258.799,258.799,189.9442201835
362.132,362.132,265.7849541284
403.799,403.799,296.3662385321
240.469,240.469,176.4910091743
422.2485547932,410.466,309.9071961785
317.132,317.132,232.7574311927
398.802,398.802,292.6987155963
425.462,425.462,312.2656880734
2116.0571704016,362.637,1553.0694828636
1781.1526666667,36.986,1307.2680122324
62.986,62.986,46.2282568807
226.982,226.982,166.592293578
20.319,20.319,14.9130275229
105.319,105.319,77.2983486239
236.6395242453,208.652,173.6803847672
135.319,135.319,99.3166972477
246.989,246.989,181.2763302752
196.986,196.986,144.5768807339
162.6553559449,123.653,119.3800777577
268.752,268.752,197.2491743119
208.652,208.652,153.1390825688
853.652,853.652,626.5335779817
1717.019,1717.019,1260.1974311927
1954.4856666667,210.319,1434.4848929664
136.986,136.986,100.5401834862
445.319,445.319,326.8396330275
366.2539,366.2539,268.8102018349
213.0199,213.0199,156.3448807339
1472.772,1472.772,1080.9335779817
159.795,159.795,117.280733945
2007.7482780564,801.642,1473.5767178396
2801.6760666667,1057.5094,2056.2760122324
2153.6576666667,409.491,1580.66617737
2335.4556666667,591.289,1714.0959021407
2419.7726666667,675.606,1775.9799388379
2156.7236696086,315.669,1582.9164547586
1902.5956666667,158.429,1396.4004892966
2011.1416666667,266.975,1476.0672782875
557.529,557.529,409.1955963303
301.7729800652,226.986,221.4847560112
77.023,77.023,56.5306422018
225.916,225.916,165.8099082569
325.3845755363,213.392,238.8143673661
2174.2611730402,356.109,1595.7880169102
2324.4526666667,580.286,1706.0203058104
714.076,714.076,524.0924770642
283.379,283.379,207.984587156
186.609,186.609,136.960733945
339.788,339.788,249.3856880734
223.649,223.649,164.1460550459
308.656,308.656,226.5365137615
626.979,626.979,460.1680733945
230.319,230.319,169.0414678899
133.649,133.649,98.0910091743
20.319,20.319,14.9130275229
263.649,263.649,193.503853211
1764.4856666667,20.319,1295.035351682
348.0039234152,292.589,255.4157236075
240.923,240.923,176.8242201835
247.589,247.589,181.7166972477
537.589,537.589,394.560733945
482.589,482.589,354.1937614679
1855.2426666667,111.076,1361.6459938838
1831.1526666667,86.986,1343.9652599388
1743.9253636903,86.986,1279.9452210571
472.4863333333,123.653,346.7789602446
479.1523333333,130.319,351.6714373089
290.316,290.316,213.0759633028
301.989,301.989,221.6433027523
71.986,71.986,52.8337614679
20.319,20.319,14.9130275229
20.319,20.319,14.9130275229
56.986,56.986,41.824587156
300.316,300.316,220.415412844
211.989,211.989,155.5882568807
135.319,135.319,99.3166972477
265.001,265.001,194.496146789
201.671,201.671,148.015412844
20.319,20.319,14.9130275229
211.989,211.989,155.5882568807
341.2697001124,285.319,250.4731743944
136.989,136.989,100.5423853211
406.979,406.979,298.7001834862
440.499,440.499,323.3020183486
510.319,510.319,374.5460550459
320.319,320.319,235.0965137615
150.319,150.319,110.3258715596
187.085,187.085,137.3100917431
306.033,306.033,224.6113761468
187.696,187.696,137.7585321101
151.033,151.033,110.8499082569
157.699,157.699,115.7423853211
1935.1986666667,191.032,1420.3292966361
221.029,221.029,162.2231192661
432.703,432.703,317.5801834862
136.033,136.033,99.840733945
121.033,121.033,88.831559633
227.699,227.699,167.1185321101
117.699,117.699,86.384587156
220.3879505402,151.033,161.7526242497
2173.5326666667,429.366,1595.2533333333
1919.4856666667,175.319,1408.7968195719
155.869,155.869,114.399266055
123.653,123.653,90.7544954128
98.499,98.499,72.2928440367
137.589,137.589,100.9827522936
253.499,253.499,186.0543119266
130.319,130.319,95.6469724771
129.319,129.319,94.9130275229
276.986,276.986,203.2924770642
71.986,71.986,52.8337614679
260.0003347871,198.125,190.8259337887
146.455,146.455,107.4899082569
183.125,183.125,134.4036697248
183.125,183.125,134.4036697248
169.795,169.795,124.6201834862
1965.6216666667,221.455,1442.6581039755
264.792,264.792,194.3427522936
466.455,466.455,342.352293578
436.455,436.455,320.3339449541
329.792,329.792,242.0491743119
359.795,359.795,264.0697247706
293.125,293.125,215.1376146789
179.256,179.256,131.5640366972
348.725,348.725,255.9449541284
406.652,406.652,298.4601834862
146.459,146.459,107.4928440367
1943.0426666667,198.876,1426.0863608563
140.869,140.869,103.3900917431
243.679,243.679,178.8469724771
386.809,386.809,283.8965137615
543.606,543.606,398.9768807339
331.009,331.009,242.9423853211
295.1038545487,190.689,216.5899849899
1980.1726666667,236.006,1453.3377370031
1912.3486666667,168.182,1403.5586544343
186.9581546474,149.075,137.2169942366
320.022,320.022,234.8785321101
721.819,721.819,529.775412844
608.3455187856,456.996,446.4921238793
254.1533514718,118.885,186.5345698876
1828.5326666667,84.366,1342.042324159
1998.5296666667,254.363,1466.810764526
382.699,382.699,280.88
212.196586705,202.7,155.7406140954
344.366,344.366,252.7456880734
184.366,184.366,135.3144954128
151.033,151.033,110.8499082569
121.033,121.033,88.831559633
1383.053,1383.053,1015.0847706422
363.229,363.229,266.5900917431
370.353,370.353,271.8187155963
147.699,147.699,108.4029357798
351.033,351.033,257.6388990826
145.319,145.319,106.656146789
53.652,53.652,39.3776146789
86.986,86.986,63.8429357798
1797.8186666667,53.652,1319.4999388379
1882.8196666667,138.653,1381.8859938838
1986.1526666667,241.986,1457.7267278288
667.4853333333,318.652,489.8974923547
522.4893333333,173.656,383.4784097859
133.652,133.652,98.0932110092
260.319,260.319,191.0598165138
136.989,136.989,100.5423853211
143.652,143.652,105.4326605505
328.649,328.649,241.2102752294
225.319,225.319,165.3717431193
240.319,240.319,176.3809174312
136.989,136.989,100.5423853211
260.319,260.319,191.0598165138
190.322,190.322,139.6858715596
160.319,160.319,117.6653211009
175.319,175.319,128.6744954128
175.319,175.319,128.6744954128
71.986,71.986,52.8337614679
56.986,56.986,41.824587156
130.319,130.319,95.6469724771
125.1631164561,20.319,91.8628377659
230.6176505447,175.319,169.2606609502
313.649,313.649,230.2011009174
83.652,83.652,61.3959633028
1496.043,1496.043,1098.0132110092
3437.8186666667,1693.652,2523.1696636086
110.503,110.503,81.1031192661
191.721,191.721,140.7126605505
274.6899,274.6899,201.607266055
325.319,325.319,238.7662385321
120.319,120.319,88.3075229358
206.1061365229,130.319,151.2705589159
1764.4856666667,20.319,1295.035351682
86.986,86.986,63.8429357798
365.319,365.319,268.1240366972
186.989,186.989,137.2396330275
175.7068060401,160.319,128.9591236991
56.986,56.986,41.824587156
20.319,20.319,14.9130275229
35.499,35.499,26.0543119266
139.192,139.192,102.159266055
2188.3626666667,444.196,1606.1377370031
510.499,510.499,374.6781651376
268.656,268.656,197.1787155963
150.319,150.319,110.3258715596
220.8394,220.8394,162.0839633028
186.986,186.986,137.2374311927
519.916,519.916,381.5897247706
306.033,306.033,224.6113761468
211.036,211.036,154.8888073395
147.699,147.699,108.4029357798
84.366,84.366,61.92
1901.8656666667,157.699,1395.8647094801
246.036,246.036,180.5768807339
276.036,276.036,202.5952293578
296.3629409715,254.363,217.5140851167
277.703,277.703,203.8187155963
341.033,341.033,250.2994495413
151.033,151.033,110.8499082569
298.962,298.962,219.4216513761
2257.2156666667,513.049,1656.6720489297
242.0033139,227.499,177.6171111193
243.962,243.962,179.0546788991
367.532,367.532,269.7482568807
305.822,305.822,224.4565137615
309.156,309.156,226.9034862385
490.666,490.666,360.1218348624
496.422,496.422,364.3464220183
247.182,247.182,181.4179816514
376.756,376.756,276.5181651376
2060.6056666667,316.439,1512.3711314985
1275.349,1275.349,936.0359633028
677.029,677.029,496.9020183486
660.189,660.189,484.5423853211
322.429,322.429,236.6451376147
274.819,274.819,201.7020183486
218.919,218.919,160.6744954128
245.245,245.245,179.9963302752
245.245,245.245,179.9963302752
272.448,272.448,199.9618348624
695.609,695.609,510.5387155963
2104.4956666667,360.329,1544.5839755352
390.712,390.712,286.7611009174
199.572,199.572,146.4748623853
250.807,250.807,184.0785321101
302.477,302.477,222.0014678899
265.814,265.814,195.0928440367
354.141,354.141,259.92
269.144,269.144,197.5368807339
248.053,248.053,182.0572477064
180.6203763132,154.201,132.5654138078
1851.5206666667,107.354,1358.9142507645
20.319,20.319,14.9130275229
83.652,83.652,61.3959633028
231.982,231.982,170.2620183486
281.982,281.982,206.959266055
1926.1556666667,181.989,1413.6922324159
1831.1526666667,86.986,1343.9652599388
958.4289914896,20.319,703.4341221942
369.1523333333,20.319,270.9374923547
439.1523333333,90.319,322.3136391437
460.319,460.319,337.8488073395
175.319,175.319,128.6744954128
20.319,20.319,14.9130275229
86.986,86.986,63.8429357798
20.319,20.319,14.9130275229
20.319,20.319,14.9130275229
196.989,196.989,144.5790825688
411.989,411.989,302.3772477064
156.989,156.989,115.2212844037
94.4092418587,20.319,69.2911866853
20.319,20.319,14.9130275229
20.319,20.319,14.9130275229
123.649,123.649,90.751559633
256.455,256.455,188.223853211
302.19,302.19,221.7908256881
276.989,276.989,203.2946788991
216.989,216.989,159.2579816514
183.649,183.649,134.7882568807
411.979,411.979,302.3699082569
331.3315075339,275.319,243.1790880983
63.652,63.652,46.7170642202
213.656,213.656,156.8117431193
264.58,264.58,194.1871559633
1947.2676666667,203.101,1429.1872782875
196.986,196.986,144.5768807339
56.986,56.986,41.824587156
112.1292423195,20.319,82.2966916106
260.3987450228,253.649,191.1183449708
498.659,498.659,365.9882568807
2084.4856666667,340.319,1529.8977370031
221.912,221.912,162.8711926606
331.912,331.912,243.6051376147
1668.334672208,396.909,1224.4658144646
1849.4856666667,105.319,1357.4206727829
1764.4856666667,20.319,1295.035351682
1869.4856666667,125.319,1372.0995718655
4526.1556666667,2781.989,3321.9491131499
2102.8156666667,358.649,1543.3509480122
2068.1726666667,324.006,1517.9248929664
2119.7516666667,375.585,1555.7810397554
388.379,388.379,285.0488073395
295.0646313558,254.182,216.5611973253
317.515,317.515,233.0385321101
509.942,509.942,374.2693577982
416.449,416.449,305.6506422018
306.453,306.453,224.9196330275
188.119,188.119,138.0689908257
188.119,188.119,138.0689908257
230.209,230.209,168.960733945
294.785,294.785,216.3559633028
539.8205545109,469.789,396.1985721181
2259.9856666667,515.819,1658.7050764526
727.169,727.169,533.7020183486
638.8738167189,498.309,468.8982141056
360.129,360.129,264.3148623853
2071.8656666667,327.699,1520.635351682
303.839,303.839,223.0011009174
306.033,306.033,224.6113761468
340.6957501809,279.469,250.0519267383
125.4107501809,64.184,92.0445872887
2018.9366666667,274.77,1481.7883792049
2229.2936666667,485.127,1636.1788379205
531.679,531.679,390.2231192661
449.1771959353,307.936,329.6713364663
441.097,441.097,323.7409174312
454.799,454.799,333.7974311927
206.885690766,189.254,151.8427088191
177.696,177.696,130.4190825688
984.8626778211,294.329,722.8349928962
3075.8296951285,847.59,2257.489684498
2075.6656666667,331.499,1523.4243425077
2131.1726666667,387.006,1564.1634250765
2133.4126666667,389.246,1565.8074617737
2083.4086666667,339.242,1529.1072782875
2003.6156666667,259.449,1470.5436085627
2107.9732711804,338.179,1547.1363458205
292.587,292.587,214.7427522936
271.509,271.509,199.2726605505
289.304,289.304,212.3332110092
229.304,229.304,168.2965137615
132.637,132.637,97.3482568807
318.2335893917,287.196,233.5659371682
299.798,299.798,220.0352293578
374.798,374.798,275.0811009174
198.138,198.138,145.4223853211
261.468,261.468,191.9031192661
40.369,40.369,29.6286238532
281.982,281.982,206.959266055
260.316,260.316,191.0576146789
140.246,140.246,102.9328440367
92.986,92.986,68.2466055046
1764.4856666667,20.319,1295.035351682
1937.8186666667,193.652,1422.2522324159
1918.1469570503,318.652,1407.8142804039
569.1523333333,220.319,417.7264831804
155.1842715143,116.985,113.896713038
243.652,243.652,178.8271559633
193.649,193.649,142.127706422
181.989,181.989,133.5699082569
208.652,208.652,153.1390825688
53.652,53.652,39.3776146789
20.319,20.319,14.9130275229
210.319,210.319,154.3625688073
120.319,120.319,88.3075229358
285.319,285.319,209.408440367
190.316,190.316,139.6814678899
100.435,100.435,73.7137614679
133.768,133.768,98.1783486239
266.982,266.982,195.9500917431
265.699,265.699,195.008440367
83.652,83.652,61.3959633028
369.246,369.246,271.0062385321
140.231,140.231,102.9218348624
130.319,130.319,95.6469724771
186.2539,186.2539,136.7001100917
274.374,274.374,201.375412844
210.316,210.316,154.3603669725
213.652,213.652,156.8088073395
469.1799859926,455.048,344.3522832973
273.649,273.649,200.8433027523
1359.6538235521,226.986,997.9110631575
2619.1659432036,308.656,1922.3236280393
1919.4856666667,175.319,1408.7968195719
1880.1686666667,136.002,1379.9403058104
2046.8326666667,302.666,1502.2625076453
1894.4856666667,150.319,1390.4481957187
1815.0866666667,70.92,1332.1737003058
1970.0866666667,225.92,1445.9351681957
1918.4166666667,174.25,1408.0122324159
1974.8866666667,230.72,1449.4581039755
167.9209,167.9209,123.2446972477
451.6089156533,358.128,331.4560848831
231.458,231.458,169.8774311927
43.125,43.125,31.6513761468
145.523,145.523,106.8058715596
130.319,130.319,95.6469724771
268.649,268.649,197.1735779817
418.6844253574,368.656,307.2913213632
123.649,123.649,90.751559633
20.319,20.319,14.9130275229
160.2675051651,130.319,117.6275267267
1874.4856666667,130.319,1375.7692966361
1947.1226666667,202.956,1429.0808562691
301.989,301.989,221.6433027523
53.652,53.652,39.3776146789
53.652,53.652,39.3776146789
130.319,130.319,95.6469724771
261.302,261.302,191.7812844037
243.961654241,187.969,179.054425131
187.969,187.969,137.9588990826
547.229,547.229,401.6359633028
536.306,536.306,393.6190825688
224.636,224.636,164.8704587156
297.969,297.969,218.6928440367
291.303,291.303,213.8003669725
211.839,211.839,155.4781651376
326.5717719253,239.636,239.6857041654
2120.8256666667,376.659,1556.5692966361
4164.9094442981,2353.379,3056.8142710445
2588.946,2588.946,1900.143853211
1111.5505700378,1082.576,815.8169321378
330.839,330.839,242.8176146789
263.636,263.636,193.4943119266
516.1653696968,366.966,378.8369685848
2093.3040476132,303.87,1536.3699432024
1882.8196666667,138.653,1381.8859938838
121.072,121.072,88.8601834862
380.4731334533,269.894,279.2463364795
292.362,292.362,214.5776146789
438.586,438.586,321.8979816514
496.379,496.379,364.3148623853
370.579,370.579,271.984587156
307.723,307.723,225.8517431193
352.719,352.719,258.8763302752
429.386,429.386,315.1456880734
309.6132304761,262.722,227.2390682394
2096.8856666667,352.719,1538.9986544343
2130.2256666667,386.059,1563.4683792049
515.0559155274,507.719,378.0226902953
587.559,587.559,431.2359633028
397.129,397.129,291.4708256881
287.129,287.129,210.7368807339
470.469,470.469,345.2983486239
518.799,518.799,380.7699082569
313.799,313.799,230.3111926606
192.638,192.638,141.3856880734
214.801,214.801,157.6521100917
3182.2676666667,1438.101,2335.6092966361
1798.5856666667,54.419,1320.0628746177
656.1625956477,123.649,481.5872261634
524.1523333333,175.319,384.6989602446
369.1523333333,20.319,270.9374923547
126.985,126.985,93.2
370.319,370.319,271.7937614679
230.322,230.322,169.0436697248
103.652,103.652,76.0748623853
136.989,136.989,100.5423853211
188.656,188.656,138.4631192661
248.649,248.649,182.4946788991
181.989,181.989,133.5699082569
86.986,86.986,63.8429357798
243.652,243.652,178.8271559633
116.985,116.985,85.8605504587
48.841,48.841,35.8466055046
394.768,394.768,289.7379816514
239.771,239.771,175.9787155963
53.5494230604,20.319,39.3023288517
20.319,20.319,14.9130275229
305.1128369408,146.989,223.9360271125
428.687,428.687,314.6326605505
373.559243786,355.433,274.1719220447
1871.2666666667,127.1,1373.4067278288
157.1,157.1,115.3027522936
67.062,67.062,49.2198165138
123.649,123.649,90.751559633
196.989,196.989,144.5790825688
391.916,391.916,287.6447706422
348.149,348.149,255.5222018349
71.986,71.986,52.8337614679
241.986,241.986,177.6044036697
71.986,71.986,52.8337614679
123.653,123.653,90.7544954128
1874.4856666667,130.319,1375.7692966361
20.319,20.319,14.9130275229
71.986,71.986,52.8337614679
175.319,175.319,128.6744954128
400.8774005535,316.986,294.2219453604
183.649,183.649,134.7882568807
1874.4856666667,130.319,1375.7692966361
20.319,20.319,14.9130275229
105.319,105.319,77.2983486239
262.1547516289,208.652,192.4071571588
280.852,280.852,206.1299082569
2096.8002265262,2094.179,1538.9359460743
276.989,276.989,203.2946788991
193.652,193.652,142.1299082569
2024.4856666667,280.319,1485.8610397554
469.0743785408,456.982,344.274773241
365.319,365.319,268.1240366972
258.652,258.652,189.8363302752
206.982,206.982,151.9133944954
230.322,230.322,169.0436697248
213.656,213.656,156.8117431193
126.985,126.985,93.2
163.652,163.652,120.111559633
241.986,241.986,177.6044036697
190.1505336274,175.319,139.5600246806
1892.5006666667,148.334,1388.9913149847
1965.6006666667,221.434,1442.6426911315
278.459,278.459,204.3735779817
274.366,274.366,201.3695412844
151.033,151.033,110.8499082569
239.366,239.366,175.6814678899
266.033,266.033,195.2535779817
317.703,317.703,233.1765137615
493.017,493.017,361.8473394495
265.919,265.919,195.1699082569
2383.719,2383.719,1749.5185321101
2385.119,2385.119,1750.5460550459
1153.462,1153.462,846.5776146789
568.626,568.626,417.3401834862
247.336,247.336,181.5310091743
312.685,312.685,229.4935779817
356.552,356.552,261.6895412844
284.309,284.309,208.6671559633
414.3545088889,399.729,304.1134010194
577.146,577.146,423.5933944954
2108.1886666667,364.022,1547.2944342508
333.496,333.496,244.767706422
409.519,409.519,300.5644036697
319.212,319.212,234.2840366972
503.229,503.229,369.3423853211
635.882,635.882,466.7023853211
634.208157908,607.509,465.4738773637
500.9091325796,447.509,367.6397303337
1968.8159182626,182.579,1445.0025088166
2014.5956666667,270.429,1478.602324159
359.249,359.249,263.6689908257
428.0612073168,373.489,314.1733631683
321.0687298512,263.659,235.6467742027
269.9114626328,225.319,198.1001560608
206.982,206.982,151.9133944954
190.72,190.72,139.9779816514
1801.1526666667,56.986,1321.946911315
1831.1526666667,86.986,1343.9652599388
1786.9702602254,313.649,1311.53780567
587.4823333333,238.649,431.1796941896
175.319,175.319,128.6744954128
90.319,90.319,66.2891743119
53.652,53.652,39.3776146789
105.319,105.319,77.2983486239
295.319,295.319,216.7478899083
201.986,201.986,148.2466055046
376.989,376.989,276.6891743119
260.319,260.319,191.0598165138
170.319,170.319,125.0047706422
105.319,105.319,77.2983486239
175.319,175.319,128.6744954128
123.649,123.649,90.751559633
86.986,86.986,63.8429357798
256.989,256.989,188.6157798165
216.982,216.982,159.2528440367
53.652,53.652,39.3776146789
208.652,208.652,153.1390825688
237.174,237.174,174.0726605505
129.768,129.768,95.2425688073
199.771,199.771,146.6209174312
527.8549035467,485.352,387.4164429701
1121.0597482217,304.261,822.7961454838
1962.2676666667,218.101,1440.1964525994
1960.9199256972,181.435,1439.2072849154
1842.5859256972,63.101,1352.3566427136
1807.2676666667,63.101,1326.4349847095
1807.2676666667,63.101,1326.4349847095
427.1006758358,239.768,313.4683859345
2494.2844236957,188.101,1830.6674669326
2201.1950939668,424.968,1615.5560322692
2056.5990939668,280.372,1509.4305276821
1841.0016666667,96.835,1351.1938837921
1964.4856666667,220.319,1441.8243425077
206.986,206.986,151.9163302752
260.316,260.316,191.0576146789
345.319,345.319,253.4451376147
601.989,601.989,441.8267889908
256.989,256.989,188.6157798165
286.989,286.989,210.6341284404
260.319,260.319,191.0598165138
140.319,140.319,102.9864220183
156.982,156.982,115.216146789
175.319,175.319,128.6744954128
20.319,20.319,14.9130275229
153.69,153.69,112.8
520.9085989869,508.652,382.3182377885
220.322,220.322,161.7042201835
20.319,20.319,14.9130275229
53.652,53.652,39.3776146789
53.652,53.652,39.3776146789
84.366,84.366,61.92
1983.5326666667,239.366,1455.8037920489
315.319,315.319,231.4267889908
159.409,159.409,116.9974311927
330.926,330.926,242.8814678899
137.589,137.589,100.9827522936
241.986,241.986,177.6044036697
279.009,279.009,204.7772477064
257.504,257.504,188.9937614679
150.259,150.259,110.2818348624
155.8767862363,116.925,114.4049807239
2064.6126666667,320.446,1515.3120489297
2197.9726666667,453.806,1613.1909480122
279.929,279.929,205.4524770642
133.729,133.729,98.1497247706
1893.7442019875,1840.882,1389.9040014587
1170.319,1170.319,858.9497247706
527.383,527.383,387.0700917431
736.596,736.596,540.6209174312
684.582,684.582,502.4455045872
228.022,228.022,167.3555963303
236.569,236.569,173.6286238532
311.356,311.356,228.5181651376
537.746,537.746,394.6759633028
699.926,699.926,513.7071559633
566.329,566.329,415.6543119266
145.007,145.007,106.4271559633
183.142,183.142,134.416146789
192.616,192.616,141.3695412844
329.329,329.329,241.7093577982
2119.0526666667,374.886,1555.2680122324
407.809,407.809,299.3093577982
480.8981597562,453.852,352.9527778027
336.492,336.492,246.9666055046
92.592,92.592,67.9574311927
202.592,202.592,148.6913761468
195.926,195.926,143.7988990826
86.592,86.592,63.5537614679
203.08,203.08,149.0495412844
301.989,301.989,221.6433027523
2124.4826666667,380.316,1559.2533333333
131.381,131.381,96.4264220183
1872.7456666667,128.579,1374.4922324159
1909.4116666667,165.245,1401.403058104
650.0674908695,246.912,477.1137547666
544.0753333333,195.242,399.3213455657
125.245,125.245,91.9229357798
174.714,174.714,128.2304587156
256.989,256.989,188.6157798165
120.319,120.319,88.3075229358
228.652,228.652,167.8179816514
255.319,255.319,187.3900917431
151.986,151.986,111.5493577982
136.986,136.986,100.5401834862
276.989,276.989,203.2946788991
53.652,53.652,39.3776146789
156.982,156.982,115.216146789
498.649,498.649,365.9809174312
238.656,238.656,175.1603669725
130.319,130.319,95.6469724771
98.499,98.499,72.2928440367
59.409,59.409,43.6029357798
86.986,86.986,63.8429357798
364.319,364.319,267.3900917431
437.649,437.649,321.2102752294
242.089,242.089,177.68
184.812,184.812,135.6418348624
384.0382966925,184.812,281.8629700496
2793.9319824932,53.652,2050.592280729
1867.9326666667,123.766,1370.9597553517
1952.9336666667,208.767,1433.3458103976
2059.4826666667,315.316,1511.546911315
1992.8226666667,248.656,1462.6221406728
1863.8782134134,100.319,1367.9840098447
276.989,276.989,203.2946788991
395.319,395.319,290.1423853211
315.503,315.503,231.5618348624
201.986,201.986,148.2466055046
170.5749776961,150.319,125.1926441806
373.6704598333,326.989,274.2535485015
1932.0796666667,187.913,1418.0401223242
241.986,241.986,177.6044036697
198.649,198.649,145.7974311927
391.5653516899,360.922,287.3874140843
170.922,170.922,125.4473394495
190.316,190.316,139.6814678899
300.316,300.316,220.415412844
81.4372454112,53.652,59.7704553476
112.536,112.536,82.5952293578
1797.8186666667,53.652,1319.4999388379
201.986,201.986,148.2466055046
362.519,362.519,266.0689908257
180.849,180.849,132.7332110092
174.183,174.183,127.840733945
101.209,101.209,74.2818348624
686.982,686.982,504.2069724771
843.652,843.652,619.1941284404
483.649,483.649,354.9717431193
436.979,436.979,320.7185321101
1350.282,1350.282,991.0326605505
1283.689,1283.689,942.1570642202
1764.4856666667,20.319,1295.035351682
192.162,192.162,141.0363302752
262.516,262.516,192.672293578
304.302,304.302,223.3409174312
182.532,182.532,133.968440367
261.7668782163,197.519,192.1224794248
574.176,574.176,421.4135779817
1262.519,1262.519,926.6194495413
1972.7446666667,228.578,1447.8859938838
212.439,212.439,155.9185321101
330.772,330.772,242.768440367
482.519,482.519,354.1423853211
389.179,389.179,285.6359633028
310.849,310.849,228.1460550459
1737.9182643934,1702.039,1275.5363408392
1985.769,1985.769,1457.4451376147
