All,appliances,All 4000
124.927,124.927,91.6895412844
105.319,105.319,77.2983486239
250.051,250.051,183.5236697248
221.322,221.322,162.4381651376
453.72,453.72,333.0055045872
361.752,361.752,265.5060550459
357.969,357.969,262.7295412844
2300.1156666667,555.949,1688.1582874618
382.519,382.519,280.7478899083
262.516,262.516,192.672293578
177.515,177.515,130.2862385321
116.985,116.985,85.8605504587
235.005,235.005,172.480733945
151.033,151.033,110.8499082569
312.876,312.876,229.6337614679
351.576,351.576,258.0374311927
151.033,151.033,110.8499082569
151.033,151.033,110.8499082569
63.017,63.017,46.2510091743
160.319,160.319,117.6653211009
318.652,318.652,233.8730275229
1961.1486666667,216.982,1439.3751681957
1827.8186666667,83.652,1341.5182874618
1348.1444901036,86.986,989.4638459476
369.1523333333,20.319,270.9374923547
105.319,105.319,77.2983486239
208.652,208.652,153.1390825688
196.989,196.989,144.5790825688
130.319,130.319,95.6469724771
53.652,53.652,39.3776146789
120.319,120.319,88.3075229358
263.659,263.659,193.5111926606
360.319,360.319,264.4543119266
331.982,331.982,243.6565137615
368.652,368.652,270.5702752294
208.852,208.852,153.2858715596
154.253,154.253,113.2132110092
87.186,87.186,63.9897247706
227.852,227.852,167.2308256881
103.652,103.652,76.0748623853
206.989,206.989,151.9185321101
525.319,525.319,385.5552293578
173.649,173.649,127.4488073395
136.989,136.989,100.5423853211
151.25,151.25,111.0091743119
149.886,149.886,110.0080733945
133.219,133.219,97.775412844
324.886,324.886,238.448440367
442.0747055077,361.549,324.4584994552
486.7319492871,459.882,357.2344581923
229.885,229.885,168.7229357798
219.886,219.886,161.3842201835
296.549,296.549,217.6506422018
661.549,661.549,485.5405504587
580.469,580.469,426.032293578
409.936,409.936,300.8704587156
114.857,114.857,84.2987155963
126.434,126.434,92.7955963303
211.2481425096,189.771,155.0445082639
135.6451425096,114.168,99.5560678969
2159.4256666667,415.259,1584.8995718655
201.926,201.926,148.2025688073
138.8593869341,62.501,101.9151463737
227.162,227.162,166.7244036697
150.319,150.319,110.3258715596
123.653,123.653,90.7544954128
282.1,282.1,207.0458715596
326.5268983563,278.766,239.6527694358
259.863,259.863,190.7251376147
200.412,200.412,147.0913761468
1813.4066666667,69.24,1330.9406727829
186.989,186.989,137.2396330275
393.652,393.652,288.9188990826
160.319,160.319,117.6653211009
53.652,53.652,39.3776146789
20.319,20.319,14.9130275229
275.319,275.319,202.0689908257
308.649,308.649,226.5313761468
185.7625541167,53.652,136.33948926
150.319,150.319,110.3258715596
2131.1526666667,386.986,1564.1487461774
193.649,193.649,142.127706422
45.869,45.869,33.6653211009
156.982,156.982,115.216146789
382.611241661,348.649,280.8155902099
282.618241661,248.656,207.4262324117
193.917,193.917,142.3244036697
163.782,163.782,120.2069724771
296.696,296.696,217.7585321101
472.062,472.062,346.4675229358
272.059,272.059,199.6763302752
223.726,223.726,164.2025688073
379.859,379.859,278.7955963303
350.509,350.509,257.2543119266
2196.2540307715,253.723,1611.929563869
2711.2756666667,967.109,1989.9270948012
1066.1202484388,925.956,782.4735768358
356.099,356.099,261.3570642202
618.316,618.316,453.8099082569
232.976,232.976,170.991559633
397.923,397.923,292.0535779817
558.586,558.586,409.9713761468
424.756,424.756,311.7475229358
56.986,56.986,41.824587156
130.319,130.319,95.6469724771
213.656,213.656,156.8117431193
232.8573531047,180.322,170.9044793429
1810.1595485011,53.652,1328.5574667898
84.3268818345,71.986,61.8912894198
241.986,241.986,177.6044036697
123.649,123.649,90.751559633
205.159,205.159,150.575412844
300.579,300.579,220.608440367
100.4019583448,20.319,73.6895107117
203.7822540959,175.319,149.5649571346
138.653,138.653,101.7636697248
65.1483677019,53.652,47.8153157445
1797.8186666667,53.652,1319.4999388379
2081.1556666667,336.989,1527.4537003058
1879.8551574039,180.319,1379.710207269
589.1523333333,240.319,432.405382263
2125.319,2125.319,1559.8671559633
216.989,216.989,159.2579816514
350.319,350.319,257.1148623853
386.989,386.989,284.0286238532
1215.286,1215.286,891.9530275229
1825.319,1825.319,1339.6836697248
240.319,240.319,176.3809174312
136.989,136.989,100.5423853211
56.986,56.986,41.824587156
233.649,233.649,171.4855045872
368.656,368.656,270.5732110092
71.986,71.986,52.8337614679
53.652,53.652,39.3776146789
53.652,53.652,39.3776146789
20.319,20.319,14.9130275229
160.319,160.319,117.6653211009
269.72,269.72,197.9596330275
175.319,175.319,128.6744954128
146.989,146.989,107.8818348624
210.319,210.319,154.3625688073
86.986,86.986,63.8429357798
58.0608591358,20.319,42.6134745951
130.319,130.319,95.6469724771
287.1269904011,241.2509,210.735405799
309.163,309.163,226.9086238532
106.343,106.343,78.0499082569
31.771,31.771,23.3181651376
135.319,135.319,99.3166972477
523.4160397412,348.649,384.1585612779
784.767882954,56.986,575.9764278562
1790.0356666667,45.869,1313.78764526
1764.4856666667,20.319,1295.035351682
1764.4856666667,20.319,1295.035351682
1797.8186666667,53.652,1319.4999388379
230.322,230.322,169.0436697248
248.649,248.649,182.4946788991
128.385,128.385,94.2275229358
65.569,65.569,48.1240366972
65.203,65.203,47.855412844
128.536,128.536,94.3383486239
310.2,310.2,227.6697247706
1004.94,1004.94,737.5706422018
881.925,881.925,647.2844036697
126.922,126.922,93.1537614679
253.186,253.186,185.824587156
186.519,186.519,136.8946788991
625.926,625.926,459.3952293578
532.599,532.599,390.8983486239
348.996,348.996,256.143853211
282.329,282.329,207.2139449541
148.369,148.369,108.8946788991
61.718,61.718,45.2976146789
241.649,241.649,177.3570642202
417.6775669321,414.652,306.5523427024
926.979,926.979,680.351559633
1606.166,1606.166,1178.8374311927
296.989,296.989,217.9735779817
385.319,385.319,282.8029357798
891.989,891.989,654.6708256881
1673.652,1673.652,1228.368440367
751.0805029034,740.312,551.2517452502
1951.1486666667,206.982,1432.0357186544
2323.649,2323.649,1705.4304587156
2220.322,2220.322,1629.5941284404
217.669,217.669,159.7570642202
159.828,159.828,117.3049541284
104.7325723207,93.652,76.8679429876
263.649,263.649,193.503853211
85.508,85.508,62.7581651376
129.768,129.768,95.2425688073
337.83,337.83,247.9486238532
452.918,452.918,332.4168807339
381.699,381.699,280.1460550459
252.106,252.106,185.0319266055
359.7047186004,312.231,264.0034631929
2147.7436666667,403.577,1576.3256269113
445.11,445.11,326.6862385321
312.33,312.33,229.2330275229
521.922,521.922,383.0620183486
373.592,373.592,274.1959633028
129.168,129.168,94.8022018349
20.319,20.319,14.9130275229
20.319,20.319,14.9130275229
123.649,123.649,90.751559633
475.319,475.319,348.8579816514
196.989,196.989,144.5790825688
86.986,86.986,63.8429357798
86.986,86.986,63.8429357798
123.649,123.649,90.751559633
20.319,20.319,14.9130275229
276.986,276.986,203.2924770642
53.652,53.652,39.3776146789
1926.0102337437,156.982,1413.5854926559
1992.8156666667,248.649,1462.6170030581
1871.1516666667,126.985,1373.322324159
435.8193333333,86.986,319.8674006116
105.319,105.319,77.2983486239
208.652,208.652,153.1390825688
156.982,156.982,115.216146789
220.319,220.319,161.7020183486
220.319,220.319,161.7020183486
27.9209,27.9209,20.4924036697
27.9209,27.9209,20.4924036697
86.986,86.986,63.8429357798
160.319,160.319,117.6653211009
351.986,351.986,258.3383486239
20.319,20.319,14.9130275229
30.503,30.503,22.3875229358
280.868,280.868,206.1416513761
150.687,150.687,110.5959633028
160.319,160.319,117.6653211009
175.319,175.319,128.6744954128
20.319,20.319,14.9130275229
83.652,83.652,61.3959633028
250.316,250.316,183.7181651376
1496.952,1496.952,1098.6803669725
360.319,360.319,264.4543119266
330.8294,330.8294,242.8105688073
190.319,190.319,139.6836697248
263.652,263.652,193.5060550459
276.989,276.989,203.2946788991
540.319,540.319,396.5644036697
518.1699181701,63.652,380.3081968221
1942.1835666667,198.0169,1425.4558287462
2030.5235666667,286.3569,1490.2925259939
1101.9992802678,1033.649,808.8068112057
1713.686,1713.686,1257.7511926606
230.319,230.319,169.0414678899
420.319,420.319,308.4910091743
535.853,535.853,393.2866055046
553.582,553.582,406.2987155963
641.912,641.912,471.1280733945
148.579,148.579,109.0488073395
140.459,140.459,103.0891743119
209.179,209.179,153.5258715596
275.846,275.846,202.4557798165
373.579,373.579,274.1864220183
483.582,483.582,354.9225688073
246.912,246.912,181.2198165138
91.912,91.912,67.4583486239
158.579,158.579,116.3882568807
53.652,53.652,39.3776146789
1797.8186666667,53.652,1319.4999388379
371.989,371.989,273.0194495413
275.319,275.319,202.0689908257
175.319,175.319,128.6744954128
79.088,79.088,58.0462385321
159.209,159.209,116.8506422018
129.684,129.684,95.1809174312
86.986,86.986,63.8429357798
248.841,248.841,182.6355963303
221.434,221.434,162.5203669725
251.434,251.434,184.5387155963
148.101,148.101,108.6979816514
96.434,96.434,70.7772477064
173.101,173.101,127.0466055046
136.434,136.434,100.1350458716
319.768,319.768,234.6921100917
284.768,284.768,209.0040366972
2036.5366666667,292.37,1494.7058103976
63.101,63.101,46.3126605505
239.768,239.768,175.9765137615
99.768,99.768,73.2242201835
344.616,344.616,252.9291743119
372.103,372.103,273.1031192661
311.186,311.186,228.3933944954
166.562,166.562,122.2473394495
155.484,155.484,114.1166972477
145.408,145.408,106.7214678899
163.346,163.346,119.8869724771
534.669,534.669,392.4176146789
512.42,512.42,376.0880733945
337.044,337.044,247.3717431193
228.54,228.54,167.7357798165
255.2,255.2,187.3027522936
150.204,150.204,110.2414678899
2225.5526666667,481.386,1633.4331498471
648.638,648.638,476.064587156
488.729,488.729,358.7001834862
410.909,410.909,301.584587156
410.909,410.909,301.584587156
421.8915968821,344.239,309.6452087208
417.572,417.572,306.4748623853
707.159,707.159,519.0157798165
340.499,340.499,249.9075229358
340.499,340.499,249.9075229358
340.499,340.499,249.9075229358
377.166,377.166,276.8190825688
2476.3356666667,732.169,1817.4940672783
2379.6626666667,635.496,1746.5414067278
1912.7537580299,298.409,1403.8559691963
563.0723333333,214.239,413.2640978593
214.239,214.239,157.2396330275
214.239,214.239,157.2396330275
195.336,195.336,143.3658715596
266.982,266.982,195.9500917431
250.316,250.316,183.7181651376
146.989,146.989,107.8818348624
20.319,20.319,14.9130275229
71.986,71.986,52.8337614679
175.319,175.319,128.6744954128
141.985,141.985,104.2091743119
163.652,163.652,120.111559633
296.999,296.999,217.9809174312
207.357,207.357,152.1886238532
175.319,175.319,128.6744954128
20.319,20.319,14.9130275229
86.986,86.986,63.8429357798
197.6516752757,160.319,145.0654497436
266.982,266.982,195.9500917431
53.652,53.652,39.3776146789
210.319,210.319,154.3625688073
158.0199,158.0199,115.9779082569
1288.5700786333,296.87,945.7395072538
2192.8854769206,120.203,1609.4572307674
1842.7036666667,98.537,1352.443058104
1916.3256666667,172.159,1406.4775535168
2103.7426666667,359.576,1544.0313149847
566.079,566.079,415.4708256881
607.119,607.119,445.5919266055
381.186,381.186,279.7695412844
533.079,533.079,391.2506422018
317.853,317.853,233.2866055046
306.738305481,269.519,225.1290315457
342.852,342.852,251.6344954128
199.519,199.519,146.4359633028
385.186,385.186,282.7053211009
439.756,439.756,322.7566972477
1806.203,1806.203,1325.6535779817
1000.354,1000.354,734.2047706422
225.319,225.319,165.3717431193
255.319,255.319,187.3900917431
349.016,349.016,256.1585321101
512.526,512.526,376.1658715596
609.189,609.189,447.1111926606
2116.1616666667,371.995,1553.14617737
371.995,371.995,273.023853211
441.995,441.995,324.4
516.998,516.998,379.4480733945
203.665,203.665,149.4788990826
164.426,164.426,120.6796330275
265.332,265.332,194.7390825688
326.506,326.506,239.6374311927
576.579,576.579,423.1772477064
271.534,271.534,199.2910091743
157.9209,157.9209,115.9052477064
196.986,196.986,144.5768807339
370.319,370.319,271.7937614679
106.986,106.986,78.5218348624
136.989,136.989,100.5423853211
264.6446649481,225.319,194.2346164757
2094.0226666667,349.856,1536.8973700306
178.19,178.19,130.7816513761
178.19,178.19,130.7816513761
288.19,288.19,211.5155963303
374.853,374.853,275.1214678899
175.319,175.319,128.6744954128
271.986,271.986,199.6227522936
53.652,53.652,39.3776146789
105.523,105.523,77.4480733945
256.455,256.455,188.223853211
264.792,264.792,194.3427522936
43.125,43.125,31.6513761468
305.294,305.294,224.0689908257
284.69,284.69,208.9467889908
218.558,218.558,160.4095412844
359.708,359.708,264.0058715596
460.153,460.153,337.7269724771
119.2500606095,93.125,87.5229802639
1929.5106666667,185.344,1416.154617737
519.8949465787,184.187,381.5742727183
2132.6686666667,388.502,1565.2614067278
2444.5656666667,700.399,1794.1766360856
382.259,382.259,280.5570642202
415.929,415.929,305.2689908257
240.923,240.923,176.8242201835
204.256,204.256,149.9126605505
259.409,259.409,190.3919266055
417.9209,417.9209,306.7309357798
504.5809,504.5809,370.3346055046
538.649,538.649,395.3387155963
450.322,450.322,330.511559633
413.649,413.649,303.5955963303
53.652,53.652,39.3776146789
180.322,180.322,132.3464220183
266.982,266.982,195.9500917431
281.982,281.982,206.959266055
20.319,20.319,14.9130275229
1831.1526666667,86.986,1343.9652599388
1764.4856666667,20.319,1295.035351682
529.1553333333,180.322,388.3708868502
557.4853333333,208.652,409.1635474006
285.319,285.319,209.408440367
130.319,130.319,95.6469724771
20.319,20.319,14.9130275229
86.986,86.986,63.8429357798
216.982,216.982,159.2528440367
371.989,371.989,273.0194495413
315.316,315.316,231.424587156
123.649,123.649,90.751559633
126.076,126.076,92.5328440367
150.319,150.319,110.3258715596
287.4994,287.4994,211.008733945
167.5024,167.5024,122.9375412844
138.653,138.653,101.7636697248
208.652,208.652,153.1390825688
56.986,56.986,41.824587156
196.986,196.986,144.5768807339
56.986,56.986,41.824587156
190.316,190.316,139.6814678899
316.986,316.986,232.6502752294
146.989,146.989,107.8818348624
20.319,20.319,14.9130275229
160.319,160.319,117.6653211009
130.319,130.319,95.6469724771
156.982,156.982,115.216146789
356.156,356.156,261.3988990826
316.986,316.986,232.6502752294
20.319,20.319,14.9130275229
156.113,156.113,114.5783486239
317.699,317.699,233.1735779817
890.433,890.433,653.5288073395
1750.466,1750.466,1284.7456880734
203.766,203.766,149.5530275229
358.766,358.766,263.3144954128
432.103,432.103,317.1398165138
390.433,390.433,286.5563302752
430.433,430.433,315.9141284404
220.433,220.433,161.7856880734
253.763,253.763,186.2480733945
445.433,445.433,326.9233027523
442.1,442.1,324.4770642202
127.1,127.1,93.2844036697
111.524,111.524,81.8524770642
286.448,286.448,210.2370642202
368.656,368.656,270.5732110092
1924.4886666667,180.322,1412.4687461774
1546.3428305813,163.652,1134.9305178579
2210.7033489108,272.579,1622.534568008
2046.7426666667,302.576,1502.1964525994
2065.0786666667,320.912,1515.6540672783
1961.7456666667,217.579,1439.8133333333
1912.6586666667,168.492,1403.78617737
196.986,196.986,144.5768807339
271.982,271.982,199.6198165138
283.652,283.652,208.1849541284
20.319,20.319,14.9130275229
86.986,86.986,63.8429357798
37.162,37.162,27.2748623853
219.5879,219.5879,161.1654311927
282.336,282.336,207.2190825688
499.179,499.179,366.3699082569
304.182,304.182,223.2528440367
395.511,395.511,290.2833027523
389.896,389.896,286.1622018349
526.479,526.479,386.4066055046
937.586,937.586,688.1365137615
1852.109,1852.109,1359.3460550459
954.606,954.606,700.6282568807
532.259,532.259,390.6488073395
307.5991387282,245.373,225.7608357638
2116.8956666667,372.729,1553.6848929664
517.959,517.959,380.1533944954
394.304,394.304,289.3974311927
259.842,259.842,190.7097247706
70.92,70.92,52.0513761468
149.433,149.433,109.6755963303
287.278214159,274.441,210.846395713
227.541,227.541,167.0025688073
354.621,354.621,260.272293578
187.534,187.534,137.6396330275
248.713,248.713,182.5416513761
224.397,224.397,164.6950458716
241.067,241.067,176.9299082569
399.394,399.394,293.1332110092
284.394,284.394,208.7295412844
2086.8936666667,342.727,1531.6650764526
72.046,72.046,52.8777981651
50.871,50.871,37.3365137615
210.874,210.874,154.7699082569
1938.3706666667,194.204,1422.6573700306
1898.3716666667,154.205,1393.3003058104
420.8193333333,71.986,308.8582262997
524.1523333333,175.319,384.6989602446
117.526,117.526,86.2576146789
65.859,65.859,48.3368807339
339.192,339.192,248.9482568807
354.189,354.189,259.9552293578
447.529,447.529,328.4616513761
207.526,207.526,152.3126605505
145.859,145.859,107.0524770642
197.526,197.526,144.9732110092
314.192,314.192,230.5996330275
340.859,340.859,250.1717431193
295.859,295.859,217.1442201835
259.192,259.192,190.2326605505
252.529,252.529,185.3423853211
209.192,209.192,153.535412844
347.529,347.529,255.0671559633
340.862,340.862,250.1739449541
246.95,246.95,181.247706422
122.166,122.166,89.6631192661
208.656,208.656,153.1420183486
376.494,376.494,276.3258715596
532.8413651572,367.175,391.0762313081
221.494,221.494,162.5644036697
393.659,393.659,288.9240366972
220.322,220.322,161.7042201835
246.989,246.989,181.2763302752
228.652,228.652,167.8179816514
213.161,213.161,156.448440367
71.986,71.986,52.8337614679
63.652,63.652,46.7170642202
326.989,326.989,239.9919266055
253.656,253.656,186.1695412844
203.077,203.077,149.0473394495
301.989,301.989,221.6433027523
1931.1556666667,186.989,1417.3619571866
87.346,87.346,64.1071559633
175.859,175.859,129.0708256881
102.526,102.526,75.248440367
20.319,20.319,14.9130275229
1775.319,1775.319,1302.9864220184
255.319,255.319,187.3900917431
173.652,173.652,127.4510091743
273.649,273.649,200.8433027523
426.986,426.986,313.3842201835
141.072,141.072,103.5390825688
208.652,208.652,153.1390825688
175.319,175.319,128.6744954128
181.989,181.989,133.5699082569
93.652,93.652,68.735412844
20.319,20.319,14.9130275229
175.319,175.319,128.6744954128
3379.4556666667,1635.289,2480.3344342508
273.652,273.652,200.8455045872
347.583,347.583,255.1067889908
417.59,417.59,306.4880733945
347.512,347.512,255.0546788991
260.492,260.492,191.1867889908
407.634,407.634,299.1809174312
175.319,175.319,128.6744954128
106.7438514006,93.161,78.3441111197
317.336,317.336,232.9071559633
294.003,294.003,215.7820183486
86.986,86.986,63.8429357798
20.319,20.319,14.9130275229
175.319,175.319,128.6744954128
226.986,226.986,166.5952293578
56.986,56.986,41.824587156
129.3666453235,116.335,94.9479965677
2049.0956666667,304.929,1503.9234250765
492.576,492.576,361.5236697248
316.316,316.316,232.1585321101
1754.489,1754.489,1287.6983486239
488.066,488.066,358.2135779817
319.376,319.376,234.4044036697
236.87,236.87,173.8495412844
314.869,314.869,231.0965137615
300.436,300.436,220.5034862385
160.36,160.36,117.695412844
298.659,298.659,219.199266055
241.986,241.986,177.6044036697
123.649,123.649,90.751559633
53.652,53.652,39.3776146789
86.986,86.986,63.8429357798
126.985,126.985,93.2
328.656,328.656,241.215412844
241.986,241.986,177.6044036697
73.8671286093,53.652,54.2144063188
1797.8186666667,53.652,1319.4999388379
53.652,53.652,39.3776146789
126.985,126.985,93.2
323.649,323.649,237.5405504587
301.989,301.989,221.6433027523
71.986,71.986,52.8337614679
1764.4856666667,20.319,1295.035351682
1764.4856666667,20.319,1295.035351682
595.7712568112,20.319,437.2633077513
405.8193333333,56.986,297.8490519878
233.649,233.649,171.4855045872
248.649,248.649,182.4946788991
210.319,210.319,154.3625688073
86.986,86.986,63.8429357798
86.986,86.986,63.8429357798
278.656,278.656,204.5181651376
285.319,285.319,209.408440367
293.652,293.652,215.5244036697
303.649,303.649,222.8616513761
463.659,463.659,340.3001834862
381.381,381.381,279.9126605505
473.048,473.048,347.1911926606
395.319,395.319,290.1423853211
380.319,380.319,279.1332110092
138.653,138.653,101.7636697248
261.986,261.986,192.2833027523
201.986,201.986,148.2466055046
163.649,163.649,120.1093577982
383.659,383.659,281.584587156
1029.7831680439,363.649,755.8041600322
2037.9778206629,240.322,1495.7635381012
1901.1486666667,156.982,1395.338470948
1847.3436734841,199.183,1355.8485676948
1816.1526666667,71.986,1332.9560856269
1854.9577201553,86.986,1361.4368588296
1837.8868775362,56.986,1348.9078000265
2029.1394450076,256.989,1489.2766568863
1834.4856666667,90.319,1346.411498471
241.986,241.986,177.6044036697
240.2909124293,156.982,176.3603027004
53.652,53.652,39.3776146789
53.652,53.652,39.3776146789
243.652,243.652,178.8271559633
283.652,283.652,208.1849541284
285.319,285.319,209.408440367
145.319,145.319,106.656146789
53.652,53.652,39.3776146789
243.7047356407,223.799,178.8658610207
123.799,123.799,90.8616513761
1956.2986666667,212.132,1435.8155351682
534.392,534.392,392.2143119266
929.386,929.386,682.1181651376
852.64,852.64,625.7908256881
86.986,86.986,63.8429357798
86.986,86.986,63.8429357798
56.986,56.986,41.824587156
424.322,424.322,311.4289908257
1027.056,1027.056,753.8025688073
737.189,737.189,541.056146789
83.652,83.652,61.3959633028
146.989,146.989,107.8818348624
53.652,53.652,39.3776146789
173.836,173.836,127.5860550459
160.319,160.319,117.6653211009
123.649,123.649,90.751559633
96.4475,96.4475,70.7871559633
149.5978262784,115.37,109.7965697456
1932.8696666667,188.703,1418.6199388379
363.1135,363.1135,266.5053211009
204.9670345422,156.982,150.4345207649
119.9710345422,71.986,88.0521354438
20.319,20.319,14.9130275229
86.986,86.986,63.8429357798
56.986,56.986,41.824587156
334.003,334.003,245.1398165138
422.512,422.512,310.1005504587
349.964,349.964,256.8543119266
699.2188789456,70.319,513.1881680334
2264.487972078,70.319,1662.0095207912
1887.8186666667,143.652,1385.5549847095
1887.8186666667,143.652,1385.5549847095
1999.4826666667,255.316,1467.5102140673
280.001,280.001,205.5053211009
226.565,226.565,166.2862385321
951.033,951.033,698.0058715596
1947.097,1947.097,1429.0620183486
537.386,537.386,394.4117431193
353.119,353.119,259.1699082569
289.07,289.07,212.1614678899
355.727,355.727,261.0840366972
422.397,422.397,310.016146789
401.9682817952,369.186,295.0225921432
312.105,312.105,229.0678899083
215.4,215.4,158.0917431193
245.73,245.73,180.352293578
406.73,406.73,298.5174311927
472.129,472.129,346.5166972477
504.929,504.929,370.5900917431
2077.0256666667,332.859,1524.4225076453
282.329,282.329,207.2139449541
485.236,485.236,356.1365137615
441.066,441.066,323.7181651376
2167.5456666667,423.379,1590.859204893
2185.0556666667,440.889,1603.7105810398
510.1923333333,161.359,374.453088685
493.3523333333,144.519,362.0934556575
144.519,144.519,106.0689908257
259.519,259.519,190.4726605505
559.522,559.522,410.6583486239
442.852,442.852,325.0289908257
139.785,139.785,102.5944954128
43.125,43.125,31.6513761468
109.792,109.792,80.5812844037
208.652,208.652,153.1390825688
208.652,208.652,153.1390825688
261.989,261.989,192.2855045872
260.316,260.316,191.0576146789
123.653,123.653,90.7544954128
20.319,20.319,14.9130275229
211.986,211.986,155.5860550459
211.989,211.989,155.5882568807
276.759,276.759,203.1258715596
273.249,273.249,200.5497247706
189.912,189.912,139.3849541284
308.8791972649,243.334,226.7003282678
421.441,421.441,309.3144954128
479.5711965037,418.101,351.9788598192
253.101,253.101,185.7622018349
299.771,299.771,220.015412844
253.652,253.652,186.1666055046
316.979,316.979,232.6451376147
248.649,248.649,182.4946788991
123.649,123.649,90.751559633
20.319,20.319,14.9130275229
86.986,86.986,63.8429357798
90.319,90.319,66.2891743119
248.656,248.656,182.4998165138
335.322,335.322,246.1078899083
71.986,71.986,52.8337614679
59.409,59.409,43.6029357798
20.319,20.319,14.9130275229
1687.019,1687.019,1238.1790825688
1778.533,1778.533,1305.3453211009
415.436,415.436,304.9071559633
187.106,187.106,137.3255045872
298.652,298.652,219.1941284404
1981.5356666667,237.369,1454.3381039755
39.8019728774,20.319,29.2124571577
160.319,160.319,117.6653211009
285.319,285.319,209.408440367
275.319,275.319,202.0689908257
210.319,210.319,154.3625688073
20.319,20.319,14.9130275229
86.986,86.986,63.8429357798
56.986,56.986,41.824587156
130.319,130.319,95.6469724771
241.986,241.986,177.6044036697
144.824,144.824,106.2928440367
41.494,41.494,30.4543119266
56.986,56.986,41.824587156
386.986,386.986,284.0264220183
56.986,56.986,41.824587156
20.319,20.319,14.9130275229
1934.4826666667,190.316,1419.8037920489
175.319,175.319,128.6744954128
276.986,276.986,203.2924770642
20.319,20.319,14.9130275229
93.652,93.652,68.735412844
363.589,363.589,266.8543119266
349.099,349.099,256.2194495413
108.05,108.05,79.3027522936
198.9121037705,146.989,145.9905348774
83.652,83.652,61.3959633028
123.649,123.649,90.751559633
241.986,241.986,177.6044036697
147.162,147.162,108.0088073395
186.957,186.957,137.216146789
221.302,221.302,162.4234862385
1340.314177002,309.319,983.7168271574
2109.3356666667,365.169,1548.1362691132
2661.1525014314,784.829,1953.1394505919
2459.9956666667,715.829,1805.5014067278
2306.5656666667,562.399,1692.8922324159
2221.4086666667,477.242,1630.3916819572
578.989,578.989,424.9460550459
477.629,477.629,350.5533944954
656.389,656.389,481.7533944954
482.399,482.399,354.0543119266
379.819,379.819,278.7662385321
424.665,424.665,311.680733945
491.9993014676,454.662,361.1004047468
389.886,389.886,286.1548623853
162.462,162.462,119.2381651376
162.462,162.462,119.2381651376
305.796,305.796,224.4374311927
985.9430248123,165.796,723.6279081191
1873.2956666667,129.129,1374.8959021407
2103.2956666667,359.129,1543.7032415902
2176.3156666667,432.149,1597.2959021407
1982.7586666667,238.592,1455.2357186544
1527.0702152039,193.592,1120.7854790488
484.6673333333,135.834,355.7191437309
20.319,20.319,14.9130275229
20.319,20.319,14.9130275229
285.319,285.319,209.408440367
271.989,271.989,199.6249541284
20.319,20.319,14.9130275229
20.319,20.319,14.9130275229
20.319,20.319,14.9130275229
100.319,100.319,73.6286238532
136.986,136.986,100.5401834862
365.319,365.319,268.1240366972
365.316,365.316,268.1218348624
201.986,201.986,148.2466055046
53.652,53.652,39.3776146789
53.652,53.652,39.3776146789
70.319,70.319,51.6102752294
283.649,283.649,208.1827522936
658.101,658.101,483.0099082569
512.91,512.91,376.447706422
416.982,416.982,306.0418348624
420.319,420.319,308.4910091743
136.989,136.989,100.5423853211
173.649,173.649,127.4488073395
365.319,365.319,268.1240366972
106.986,106.986,78.5218348624
138.7750683602,95.051,101.8532611818
30.2686838017,20.319,22.2155477443
213.246,213.246,156.5108256881
351.8659010781,246.579,258.2502026261
474.909,474.909,348.5570642202
249.909,249.909,183.4194495413
213.246,213.246,156.5108256881
213.246,213.246,156.5108256881
104.493,104.493,76.6921100917
2423.0903536355,1708.652,1778.4149384481
2997.1863857592,1138.649,2199.7698244104
2074.4856666667,330.319,1522.5582874618
1971.1556666667,226.989,1446.7197553517
1867.8156666667,123.649,1370.8738837921
273.653,273.653,200.8462385321
283.649,283.649,208.1827522936
248.649,248.649,182.4946788991
71.986,71.986,52.8337614679
20.319,20.319,14.9130275229
58.718,58.718,43.0957798165
71.468,71.468,52.4535779817
189.802,189.802,139.3042201835
2889.798,2889.798,2120.9526605505
3040.409,3040.409,2231.4928440367
2788.739,2788.739,2046.7809174312
2598.499,2598.499,1907.1552293578
20.319,20.319,14.9130275229
130.319,130.319,95.6469724771
211.989,211.989,155.5882568807
190.316,190.316,139.6814678899
120.673,120.673,88.5673394495
264.186,264.186,193.8979816514
70.849,70.849,51.999266055
304.179,304.179,223.2506422018
2132.549,2132.549,1565.1735779817
2814.182,2814.182,2065.4546788991
2774.179,2774.179,2036.0946788991
2776.1763855997,2774.717,2037.5606499815
2829.119,2829.119,2076.4176146789
2570.849,2570.849,1886.8616513762
2596.399,2596.399,1905.6139449541
240.11,240.11,176.2275229358
2242.7373783735,285.319,1646.0457822925
3184.0504398156,160.319,2336.9177539931
1860.2026666667,116.036,1365.2863608563
1891.1556666667,146.989,1388.0041590214
2006.3287081828,238.649,1472.5348316938
2230.4038947768,180.74,1636.9936842398
2064.9032807217,167.988,1515.525343649
1958.4196666667,214.253,1437.3722324159
219.767,219.767,161.2968807339
266.039,266.039,195.2579816514
415.312,415.312,304.816146789
326.249,326.249,239.4488073395
203.142,203.142,149.0950458716
417.583,417.583,306.4829357798
272.59,272.59,200.0660550459
259.053,259.053,190.1306422018
226.6012301476,206.982,166.3128294661
86.986,86.986,63.8429357798
153.649,153.649,112.7699082569
53.652,53.652,39.3776146789
180.322,180.322,132.3464220183
241.471,241.471,177.2264220183
174.798,174.798,128.2921100917
353.138,353.138,259.183853211
20.319,20.319,14.9130275229
