Day-Ahead forecast [MW],Intraday forecast [MW],Real-time Upscaled Measurement [MW],Corrected Upscaled Measurement [MW],Monitored Capacity [MWp]
208.38,106.41,210.39,202.95,2817.61
166.44,92.77,179.02,167.3,2817.61
132.35,78.03,136.61,148.24,2817.61
103.26,64.12,112.16,119.38,2817.61
77.61,50.81,76.32,95.34,2817.61
56.47,38.14,63.26,69.13,2817.61
38.35,26.26,41.27,42.26,2817.61
21.6,14.83,13.28,19.63,2817.61
5,4.02,6.07,5.05,2817.61
0,0,0.3,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
9.68,13.1,12.65,3.37,2817.61
25.46,32.91,23.84,19.91,2817.61
42.13,50.8,43.06,54.37,2817.61
60.49,77.99,79.02,100.5,2817.61
81.33,114.85,131.27,155.2,2817.61
105.44,167.78,195.65,223.89,2817.61
146.54,258.33,286.21,302.18,2817.61
215.37,381.76,403,384.42,2817.61
291.59,513.15,490.79,470.26,2817.61
378.6,642.13,618.97,555.41,2817.61
455.05,745.3,683.05,628.71,2817.61
518.85,833.42,721.83,680.56,2817.61
579.02,912.1,820.63,725.2,2817.61
650.97,999.43,827.47,759.44,2817.61
724.08,1083.63,926.65,818.89,2817.61
795.56,1169.33,959.15,879.98,2817.61
856.79,1247.26,973.96,967.81,2817.61
915.39,1326.2,1071.38,1062.94,2817.61
972.12,1403.79,1162.69,1149.59,2817.61
1028.63,1471.93,1253.15,1217.79,2817.61
1086.42,1538.3,1334.3,1330.28,2817.61
1131.17,1573.88,1384.9,1386.69,2817.61
1171.17,1603.46,1443.7,1470.4,2817.61
1207.79,1620.3,1489.44,1544,2817.61
1239.59,1630.44,1533.71,1592.72,2817.61
1254.17,1638.47,1601.18,1647.38,2817.61
1265.57,1636.7,1606.62,1694.51,2817.61
1274.36,1637.31,1646.25,1729.57,2817.61
1279.02,1631.9,1738.09,1753.03,2817.61
1286.54,1614.59,1725.08,1791.55,2817.61
1291.34,1592.18,1760.4,1733.49,2817.61
1304.99,1584.29,1735.36,1713.86,2817.61
1316.47,1569.4,1716.96,1670.99,2817.61
1325.67,1560.76,1667.96,1568.35,2817.61
1330.88,1544.78,1650.2,1493.53,2817.61
1330.61,1521.11,1509.61,1454.16,2817.61
1325.55,1492.33,1490.58,1357.62,2817.61
1307.44,1475.25,1341.47,1263.86,2817.61
1286.29,1452.94,1229.42,1194.17,2817.61
1264.46,1401.59,1184.93,1163.65,2817.61
1236.08,1344.97,1119.79,1103.55,2817.61
1191.65,1288.1,1068.24,1037.16,2817.61
1141.39,1219.66,997.02,948.02,2817.61
1074.49,1148.05,876.51,849.18,2817.61
1002.87,1070.2,807.32,775.07,2817.61
932.11,987.08,727.84,735.88,2817.61
861.64,904.41,658.1,677.75,2817.61
796.52,824.36,603.75,603.52,2817.61
728.74,743.08,532.27,530.15,2817.61
635.24,645.32,450.83,435.81,2817.61
524.63,530.54,353.4,358.47,2817.61
407.35,411.06,273.36,290.22,2817.61
297.04,298,207.04,229.13,2817.61
200.15,205.55,144.38,173.4,2817.61
139.29,146.61,130.72,129.12,2817.61
99.44,105.02,94.45,95.96,2817.61
69.28,73.69,70.44,62.57,2817.61
46.46,49.41,44.89,30.65,2817.61
25.17,26.9,26.06,10.87,2817.61
3.97,4.15,0,1.54,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
9.69,7.77,10.65,2.45,2817.61
30.01,22.73,24.07,12.78,2817.61
50.44,38.49,35.49,30.83,2817.61
72.57,60.42,57.04,57.58,2817.61
99.33,90.98,91.89,80.59,2817.61
133.05,114.56,120.04,106.99,2817.61
193.72,142.33,187.61,130.15,2817.61
283.2,169.83,277.68,159.15,2817.61
379.17,189.48,281.67,184.7,2817.61
485.76,291.16,324.22,209.44,2817.61
582.84,410.33,422.4,236.88,2817.61
667.81,512.87,338.88,264.12,2817.61
746.34,623.46,360.21,310.83,2817.61
814.99,699.99,450.45,368.94,2817.61
879.09,778.14,473.91,413.34,2817.61
936.31,837.83,557.03,456.49,2817.61
988.31,893.69,545.31,494.37,2817.61
1036.04,933.76,571.03,518.91,2817.61
1078.07,970.85,630.09,543.86,2817.61
1096.4,987.07,608.08,575.81,2817.61
1110.83,997.79,660.34,570.02,2817.61
1128.54,986.64,666.11,580.09,2817.61
1141.68,971.13,609.41,607.01,2817.61
1145.19,946.35,630.07,628.99,2817.61
1144.03,917.63,647.47,649.41,2817.61
1145.36,912.92,644.87,660.68,2817.61
1140.87,903.48,649.18,656.42,2817.61
1142.76,897.14,635.41,644.84,2817.61
1138.78,886.03,636.47,613.76,2817.61
1138.88,862.75,597.92,578.06,2817.61
1135.45,832.03,561.63,552.22,2817.61
1115.33,784.81,524.12,506.45,2817.61
1093.1,728.57,473.26,477.95,2817.61
1029.25,680.97,448.7,472.37,2817.61
961.46,629.02,431.04,480.59,2817.61
892.2,571.22,385.4,497.45,2817.61
820.6,512.13,441.97,504.75,2817.61
796.96,477.54,414.16,515.04,2817.61
765.66,440.98,493.98,509.05,2817.61
740.04,407.84,481.15,503.85,2817.61
708.33,375.54,443.75,495.52,2817.61
670.78,342.25,466.94,490.07,2817.61
629.15,308.07,424.49,469.62,2817.61
584.24,275.46,429.39,419.06,2817.61
534.3,246.46,384.8,382.43,2817.61
481.18,231.28,361.83,350.57,2817.61
428.25,215.73,331.82,309.82,2817.61
371.91,200.43,309.9,274.97,2817.61
316.52,184.17,258.55,226.68,2817.61
278.47,174.78,238.54,201.8,2817.61
239.71,163.78,180.56,180.81,2817.61
191.87,143.91,154.88,153.25,2817.61
148.86,123.37,132.97,127.5,2817.61
117.35,101.68,106.92,105.78,2817.61
90.1,81.69,83.41,84.94,2817.61
65.47,61.42,64.69,62.39,2817.61
44.88,43.34,45,40.91,2817.61
29,27.76,27.1,23.35,2817.61
13.96,13.51,13.65,9.99,2817.61
0.85,0.7,0.77,1.45,2817.61
0,0,0.08,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
6.37,5.82,5.87,0.19,2817.61
23.56,23.16,17.74,2.19,2817.61
40.67,39.95,23.5,12.02,2817.61
58.83,58.55,36.67,31.84,2817.61
79.18,81,61.74,63.57,2817.61
108.96,114.67,105.9,110.24,2817.61
157.08,174.23,180.21,175.7,2817.61
227.5,268.76,277.03,247.95,2817.61
311.52,385.08,402.42,335.54,2817.61
406,518.5,480.47,427.3,2817.61
497.05,636.55,541,534.7,2817.61
569.34,726.73,630.62,647.5,2817.61
637.67,820.49,739.84,758.3,2817.61
736.65,914.53,866.33,847.76,2817.61
839.76,1012.26,964.33,960.89,2817.61
944.89,1095.85,1042.43,1089.9,2817.61
1045.59,1170.28,1117.63,1147.38,2817.61
1152.39,1308.38,1278.55,1224.78,2817.61
1246.3,1448.91,1369.93,1302.78,2817.61
1338.06,1588.93,1510.88,1380.26,2817.61
1434.17,1719.34,1526.3,1446.97,2817.61
1524.53,1788.95,1603.27,1517,2817.61
1610.59,1848.17,1576.38,1533.43,2817.61
1695.73,1898.79,1638.47,1556.67,2817.61
1781.41,1942.76,1660.39,1566.95,2817.61
1801.58,1962.68,1614.65,1584.11,2817.61
1813.09,1975.9,1643.54,1574.39,2817.61
1817.38,1981.89,1601.4,1577.23,2817.61
1814.99,1981.32,1618.3,1602.55,2817.61
1790.74,1970.78,1641.76,1561.17,2817.61
1759.75,1953.6,1639.71,1590.41,2817.61
1721.41,1930.36,1562.77,1586.27,2817.61
1679.14,1902.04,1602.25,1587.57,2817.61
1643.47,1870.41,1584.51,1561.81,2817.61
1599.98,1831.89,1565.73,1525.95,2817.61
1554.5,1788.03,1534.31,1531.91,2817.61
1507.96,1739.22,1536.54,1500.29,2817.61
1465.23,1655.77,1450.73,1465.94,2817.61
1420.99,1563.95,1378.75,1367.89,2817.61
1387.89,1488.58,1324.5,1328.69,2817.61
1346.25,1414.61,1250.2,1261.24,2817.61
1280.61,1340.81,1221.66,1164.92,2817.61
1212.6,1266.94,1153.82,1099.47,2817.61
1142.5,1188.66,1037.7,1011.48,2817.61
1069.7,1100.99,941.74,924.42,2817.61
977.63,997.93,847.35,838.23,2817.61
888.71,896.67,761.09,776.97,2817.61
804.22,803.76,675.67,683.11,2817.61
711.26,712.53,609.23,603.16,2817.61
611.73,618.5,521.11,521.53,2817.61
502.33,505.1,424.09,446.91,2817.61
404.3,397.36,333.43,358.26,2817.61
310.41,296.67,271.37,278.15,2817.61
231.09,212.35,199.85,207.73,2817.61
169.65,153.91,148.22,162.83,2817.61
117.52,109.68,119.06,121.42,2817.61
78.26,75.56,79.05,78.33,2817.61
50.1,48.47,51.15,39.4,2817.61
24.77,24,20.81,13.12,2817.61
1.33,1.25,1.27,0.88,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
4.91,5.38,4.98,0.79,2817.61
21.28,23.74,17.79,6.22,2817.61
37.72,41.96,26.32,17.84,2817.61
55.72,61.52,39.56,37.62,2817.61
77.87,84.85,61.57,75.37,2817.61
110.98,119.03,105.73,126.48,2817.61
156.92,171.31,159.67,189.17,2817.61
211.66,235.5,227.44,251.58,2817.61
272.63,306.44,293.06,328.39,2817.61
333.97,392.39,380.29,398.52,2817.61
397.93,482.27,450.54,465.73,2817.61
460.36,566.61,536.2,557.83,2817.61
519.46,652.89,638.92,606.14,2817.61
562.1,713.8,669.89,638.28,2817.61
601.4,766.53,702.24,667.11,2817.61
634.98,810.21,749.12,697.59,2817.61
663.86,852.78,746.15,723.67,2817.61
699.03,887.55,786.23,716.06,2817.61
730.98,917.69,808.05,695.83,2817.61
759.01,937.96,732.07,623.04,2817.61
784.23,954.81,759.17,582.13,2817.61
805.63,958.94,590.33,571.33,2817.61
823.13,960.66,610.42,570.95,2817.61
833.31,953.96,594.23,576.8,2817.61
840.52,940.36,585.97,603.37,2817.61
874.48,945.85,609.06,601.1,2817.61
903.6,947.52,626.64,590.67,2817.61
930.26,946.92,641.97,590.61,2817.61
955.44,941.56,601.7,539.61,2817.61
933.49,918.57,595.62,501.09,2817.61
909.46,890.46,488.43,432.62,2817.61
869.63,854.19,472.17,354.69,2817.61
821.92,816.49,398.75,339.71,2817.61
808.79,815.06,368.48,412.83,2817.61
791.35,811.22,386.82,475.26,2817.61
770.84,802.88,480.73,599.08,2817.61
750.3,792.1,485.93,764.37,2817.61
726.03,773.58,592.99,901.17,2817.61
698.7,752.25,903.18,955.55,2817.61
670.4,724.38,867.84,868.9,2817.61
641.82,697.46,845.57,732.29,2817.61
611.38,682.79,823.54,631.83,2817.61
579.48,661.83,631.55,595.01,2817.61
546.39,636.29,560.36,601,2817.61
512.48,604.98,532.83,549.7,2817.61
471.26,572.56,531.1,528.29,2817.61
429.02,537.79,498.38,541.13,2817.61
384.19,501.17,502.79,493.53,2817.61
341.28,459.88,461.41,464.18,2817.61
307.67,422.44,427.87,423.66,2817.61
277.12,375.25,377.19,384.54,2817.61
245.31,320.01,331.01,348.39,2817.61
209.88,258.02,292.43,301.72,2817.61
167.36,197.22,222.17,248.1,2817.61
128.45,149.42,186.98,187.21,2817.61
93.09,108.91,125.97,135.99,2817.61
62.39,73.95,90.51,86.21,2817.61
38.25,45.76,52.34,44.41,2817.61
17.65,21.11,17.25,18.11,2817.61
0.28,0.27,0.78,0.41,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
4.19,4.13,4.13,1.4,2817.61
26.21,25.79,22.97,16.32,2817.61
47.02,46.12,36.34,53.35,2817.61
70.44,69.39,74.01,108.96,2817.61
101.32,100.39,135.31,178.49,2817.61
134.62,133.54,191.41,256.5,2817.61
212.45,212.47,329.57,351.55,2817.61
333.21,335.88,447.16,453.61,2817.61
479.7,486.32,610.53,561.82,2817.61
640.18,656.42,495.72,674.15,2817.61
773.95,796.27,824.36,795.5,2817.61
874.18,902.57,968.34,924.64,2817.61
977.44,1014.17,1013.41,1038.09,2817.61
1079.53,1120.52,1119.8,1147.33,2817.61
1175.2,1221.96,1258.54,1242.2,2817.61
1259.41,1306.3,1341.06,1316.59,2817.61
1337.39,1382.48,1390.64,1384.31,2817.61
1390.96,1441.35,1445.24,1406.09,2817.61
1435.96,1494.21,1497.91,1430.26,2817.61
1475.06,1540.81,1478.07,1506.7,2817.61
1509.12,1584.14,1524.54,1553.32,2817.61
1542.78,1620.36,1576.56,1595.07,2817.61
1572.5,1652.45,1610.82,1643.28,2817.61
1598.06,1679.6,1661.59,1629.26,2817.61
1619.02,1696.99,1668.5,1636.26,2817.61
1623.37,1698.51,1671.43,1601.58,2817.61
1622.97,1690.05,1582.25,1588.13,2817.61
1618.18,1676.45,1574,1550.48,2817.61
1608.5,1656.63,1543.97,1590.02,2817.61
1595.62,1647.88,1540.81,1581.89,2817.61
1577.74,1634.52,1564.72,1578.78,2817.61
1558.43,1617.08,1555.48,1512.6,2817.61
1534.67,1591.97,1533.42,1498.08,2817.61
1534.6,1570.9,1490.91,1462.58,2817.61
1530.02,1543.02,1467.03,1395.79,2817.61
1522.94,1510.5,1413.23,1359.35,2817.61
1512.26,1474.87,1336.42,1319.91,2817.61
1475.12,1436.99,1305.43,1245.24,2817.61
1432.99,1399.3,1227.03,1172.68,2817.61
1388.3,1358.45,1194.74,1198.27,2817.61
1339.31,1312.19,1172.16,1185.79,2817.61
1278.93,1256.67,1123.58,1153,2817.61
1213.06,1195.2,1096.88,1070.14,2817.61
1144.45,1129.95,1025.33,941.54,2817.61
1072.14,1060.95,961.52,838.97,2817.61
975.03,979.1,775.34,800.87,2817.61
876.74,897.74,704.12,741.5,2817.61
782.93,817.12,673.37,667.57,2817.61
691.29,730.75,594.15,593.73,2817.61
597.39,632.94,523.81,518.73,2817.61
488.9,517.34,430.05,439.82,2817.61
384.56,406.16,364.55,362.83,2817.61
285.87,298.32,272.15,295.11,2817.61
204.67,206.91,192.64,221.48,2817.61
145.09,142.46,159.87,163.79,2817.61
101.95,98.12,107.26,113.83,2817.61
69.36,65.89,76.09,69.6,2817.61
42.62,41.14,41.36,32.73,2817.61
18.21,17.25,17.33,9.61,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
2.55,2.49,2.66,0.87,2817.61
23.78,22.85,21.75,14.86,2817.61
44.79,42.87,35.62,49.11,2817.61
67.4,64.37,68.48,100.62,2817.61
93.64,90,118.66,168.12,2817.61
129.05,123.59,188.59,239.11,2817.61
201.43,198.8,303.55,326.39,2817.61
304.26,306.72,416.47,430.65,2817.61
429.04,437.18,545.7,541.98,2817.61
567.18,591.04,688.32,655.64,2817.61
688.26,715.12,768.24,775.57,2817.61
776.39,812.96,837.26,895.58,2817.61
858.49,903.06,932.29,1008.54,2817.61
958.71,997.63,1089.47,1110.86,2817.61
1057.36,1090.04,1177.31,1207.59,2817.61
1149.24,1177.39,1271.34,1278.88,2817.61
1230.53,1253.39,1348.13,1320.44,2817.61
1306.61,1316.23,1406.3,1355.78,2817.61
1377.41,1372.55,1419.69,1390.48,2817.61
1446.05,1426.76,1471.61,1420.22,2817.61
1513.93,1481.1,1491.05,1401.22,2817.61
1553.7,1536.45,1459.18,1343.27,2817.61
1588.85,1588.63,1515.21,1332.42,2817.61
1618.82,1637.13,1398.06,1327.27,2817.61
1643.09,1682.29,1455.1,1307.39,2817.61
1633.01,1685.7,1334.3,1390.7,2817.61
1618.76,1681.38,1347.46,1390.11,2817.61
1596.85,1669.89,1412.89,1440.47,2817.61
1571.89,1653.19,1409.56,1381.82,2817.61
1572.95,1634.39,1402.87,1327.62,2817.61
1569.97,1611.17,1324.59,1248.08,2817.61
1562.76,1581.94,1309.6,1291.86,2817.61
1550.41,1548.76,1281.48,1283.84,2817.61
1536.48,1524.72,1270.7,1283.3,2817.61
1519.9,1496.59,1290.1,1239.77,2817.61
1499.03,1465.41,1216.83,1277.14,2817.61
1472.31,1429.18,1192.92,1232.98,2817.61
1409.13,1386.76,1210.8,1267.26,2817.61
1341.72,1342.27,1175.07,1282.05,2817.61
1273.16,1292.5,1252.67,1235.03,2817.61
1203.5,1236.7,1201.33,1141.37,2817.61
1139.13,1176.07,1142.48,1078.95,2817.61
1064.66,1115.9,1024.3,1089.85,2817.61
987.98,1052.35,965.32,1051.09,2817.61
905.68,983.08,995.35,931.27,2817.61
828.77,908.42,920.11,822.29,2817.61
754.48,831.17,759.79,729.32,2817.61
675.19,750.05,682.23,646.95,2817.61
589.44,666.16,614.52,597.65,2817.61
500.61,577.55,519.77,531.67,2817.61
408.49,464.94,429.76,477.72,2817.61
321.75,357.09,384.48,415.72,2817.61
239.41,259.26,276.56,333.91,2817.61
173.55,180.6,243.27,236.55,2817.61
122.09,123.82,161.25,170.58,2817.61
86.29,87.83,114.91,117.15,2817.61
59.02,59.79,68.1,69.55,2817.61
35.6,36.09,36.1,32.4,2817.61
12.69,13.04,12.2,7.25,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
1.13,1.3,1.23,0.13,2817.61
18.02,21.11,20.06,7.47,2817.61
35.04,41.12,27.19,30.49,2817.61
52.82,62.91,50.2,68.16,2817.61
72.08,89.65,89.34,122.53,2817.61
96.96,123.87,151.27,187.86,2817.61
160.81,196.87,248.94,246.38,2817.61
256.42,300.03,339.21,298.98,2817.61
367.75,428.68,427.78,377.9,2817.61
504.53,581.95,529.22,483.63,2817.61
609.17,697.36,644.23,613.33,2817.61
702.57,795.27,703.13,750.36,2817.61
788.98,890.24,801.32,853.66,2817.61
876.27,978.31,929.09,965.2,2817.61
962.18,1062.4,1057.55,1063.87,2817.61
1038.61,1133.59,1129.01,1121.82,2817.61
1106.33,1194.53,1162.77,1194.18,2817.61
1154.37,1250.09,1219.9,1274.75,2817.61
1196.2,1304.43,1307.51,1327.5,2817.61
1233.6,1355.9,1371.19,1388.77,2817.61
1267.8,1406.28,1420.8,1426.05,2817.61
1292.77,1461.46,1476.6,1473.26,2817.61
1313.79,1508.93,1523.32,1451.91,2817.61
1331.59,1548.94,1487.27,1479.61,2817.61
1346,1580.56,1527.1,1507.04,2817.61
1368.32,1595.75,1544.94,1522.16,2817.61
1384.37,1606.34,1553.64,1528.29,2817.61
1395.82,1610.22,1560.12,1457.15,2817.61
1403.46,1609.25,1451.68,1388.59,2817.61
1407.26,1583.59,1433.88,1441.76,2817.61
1407.25,1551.69,1430.25,1468.9,2817.61
1402.59,1514.1,1425.63,1428.27,2817.61
1393.65,1473.02,1388.96,1387,2817.61
1379.86,1441.49,1354.06,1361.24,2817.61
1363.57,1407.31,1324.23,1365.03,2817.61
1343.59,1370.28,1339.25,1395.38,2817.61
1320.22,1331.61,1302.14,1370.2,2817.61
1295.94,1293.93,1323.29,1311.51,2817.61
1267.37,1253.75,1287.75,1238.86,2817.61
1234.36,1212.11,1244.41,1238.77,2817.61
1196.14,1167.97,1222.68,1197.83,2817.61
1145.61,1119.46,1171.43,1152.06,2817.61
1092.77,1066.09,1116.02,1095.17,2817.61
1037.05,1009.01,1056.43,975.63,2817.61
977.28,948.99,963.3,930.09,2817.61
909.2,879.04,877.55,855.26,2817.61
838.37,807.28,805.86,772.57,2817.61
765.37,733.13,698.49,701.39,2817.61
687.71,654.87,621.95,627.19,2817.61
589.45,565.5,557.29,522.26,2817.61
469.73,460.14,458.45,451.29,2817.61
364.39,363.5,373.39,361.89,2817.61
260.97,272.32,279.2,275.85,2817.61
176.55,193.53,203.5,210.16,2817.61
116.91,130.93,136.74,157.93,2817.61
83.15,90.22,108.69,106.75,2817.61
56.93,60.56,70.94,63.44,2817.61
33.64,35.59,34.25,28.96,2817.61
9.88,10.47,8.68,6.96,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0.25,0.26,0.29,0.03,2817.61
18.06,18.32,20.06,4.27,2817.61
37.41,37.98,26.68,19.26,2817.61
57.24,58.21,43.48,40.45,2817.61
78.48,79.91,66.84,68.12,2817.61
108.77,112.48,102.1,102.53,2817.61
165.73,171.03,157.48,146.7,2817.61
239.51,246.51,213.59,191.14,2817.61
315.57,324.6,263.87,243.76,2817.61
400.51,413.43,337.88,301.02,2817.61
487.7,501.6,384.68,365.99,2817.61
552.4,569.72,434.97,454.53,2817.61
611.29,631.91,506.18,543.84,2817.61
668.96,695.77,613.33,613.07,2817.61
724.07,758.4,680.08,688.43,2817.61
778.45,819.47,744.63,733.15,2817.61
830.99,878.63,793.58,725.34,2817.61
887.14,939.83,859.01,806.45,2817.61
938.9,998.19,863.37,845.96,2817.61
990.14,1051.32,923.19,878.35,2817.61
1037.81,1097.65,964.62,937.21,2817.61
1086.28,1143.51,1015.47,1018.63,2817.61
1131.5,1185.98,1064.33,1043.09,2817.61
1172.81,1227.61,1091.77,1067.08,2817.61
1212.59,1265.02,1135.97,1045.73,2817.61
1234.24,1277.14,1076.53,1028.64,2817.61
1253.1,1283.56,1092.93,1020.68,2817.61
1267.19,1286.86,1059.82,1010.77,2817.61
