Day-Ahead forecast [MW],Intraday forecast [MW],Real-time Upscaled Measurement [MW],Corrected Upscaled Measurement [MW],Monitored Capacity [MWp]
441.87,479.53,617.79,665.89,2817.61
482.57,555.07,686.47,757.27,2817.61
522.34,633.03,809.2,871.64,2817.61
556.7,695.21,862.62,946.63,2817.61
590.06,752.86,911.95,1032.11,2817.61
622.35,812.66,1067.46,1121.95,2817.61
653.26,874.24,1116.37,1218.94,2817.61
692.08,934.46,1164.55,1327.23,2817.61
730.01,995.94,1363.62,1443.86,2817.61
765.16,1056.03,1405.43,1522.64,2817.61
797.63,1110.64,1442.66,1626.29,2817.61
814.12,1145,1460.51,1677.32,2817.61
828.36,1176.97,1680.84,1722.86,2817.61
838.33,1206.85,1685.66,1762.71,2817.61
845.12,1231.64,1686.63,1758.02,2817.61
827.28,1233.41,1736.99,1767.23,2817.61
806.16,1227.15,1705.7,1710.4,2817.61
782.74,1217.2,1671.96,1651.37,2817.61
757.43,1204.87,1637.02,1596.28,2817.61
734.76,1165.39,1543.9,1511.99,2817.61
710.04,1122.44,1482.13,1424.54,2817.61
683.3,1077.55,1419.35,1362.03,2817.61
653.83,1029.44,1305.39,1297.18,2817.61
603.49,946.68,1208.9,1201.32,2817.61
553.05,868.44,1117.62,1059.07,2817.61
504.91,791.63,1028.41,966.55,2817.61
460.07,713.52,886.86,911.94,2817.61
410.31,653.4,818.11,844.09,2817.61
363.27,593.91,750.43,763.62,2817.61
318.96,534.47,701.54,654.99,2817.61
274.55,477.2,635.96,543.17,2817.61
240,404.97,555.77,456.45,2817.61
203.8,330.13,437.6,369.42,2817.61
169.7,265.37,307.19,279.89,2817.61
139.37,208.27,238.07,215.6,2817.61
113.48,164.33,183.21,168.38,2817.61
88.24,125.29,134.25,123.1,2817.61
64.24,90.61,92.07,89.27,2817.61
41.82,60.79,61.26,63.36,2817.61
25.54,40.4,40.4,39.92,2817.61
13.96,22.67,21.37,19.54,2817.61
3.96,6.11,5.15,6.42,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
9.65,12.34,11.37,3.94,2817.61
26.29,33.17,29.79,24.75,2817.61
48.46,62.93,47.16,62.98,2817.61
83.71,112.05,98.72,115.74,2817.61
128.19,173.93,175.67,154.67,2817.61
181.72,250.46,246.45,224.08,2817.61
260.51,355.11,318.08,298.38,2817.61
345.35,463.92,420.92,401.62,2817.61
430.73,558.99,485.17,469.34,2817.61
514.37,646.78,578.77,538.39,2817.61
594.83,733.52,668.89,637.86,2817.61
680.16,825.86,735.3,749.72,2817.61
773.22,920.53,834.47,861.81,2817.61
867.38,1007.69,925.9,996.25,2817.61
952.82,1073.12,995.41,1055.07,2817.61
1033.42,1133.92,1101.15,1145.25,2817.61
1117.49,1196.19,1165.05,1189.57,2817.61
1201.63,1258.71,1229.12,1196.26,2817.61
1274.87,1313.51,1245.67,1266.11,2817.61
1352.28,1362.04,1297.56,1319.32,2817.61
1429.39,1405.76,1344.46,1414.57,2817.61
1497.07,1442.72,1384.45,1470.83,2817.61
1528.02,1422.05,1448.23,1493.86,2817.61
1551.28,1394.3,1419.18,1435.68,2817.61
1566.95,1359.74,1383.38,1384.32,2817.61
1574.51,1320.81,1345.32,1412.66,2817.61
1571.59,1304.66,1327.96,1389.23,2817.61
1564.29,1285.44,1307.6,1324.56,2817.61
1553.25,1262.04,1283.12,1327.38,2817.61
1532.02,1234.53,1340.67,1332.47,2817.61
1515.68,1216.89,1317.75,1229.22,2817.61
1494.26,1197.65,1293.49,1113.07,2817.61
1467.86,1176.38,1076.6,1039.93,2817.61
1431.92,1150.77,1055.95,983.52,2817.61
1365.71,1115.75,1025.65,929.6,2817.61
1287.49,1079.14,993.53,904.27,2817.61
1208.55,1036.83,876.81,872.97,2817.61
1132.73,990.1,838.04,809,2817.61
1058.73,925.14,780.65,725.95,2817.61
982.61,861.11,723.81,681.91,2817.61
903.57,797.51,627.08,621.53,2817.61
822,730.93,568.98,555.62,2817.61
730.1,649.27,514.68,519.25,2817.61
643.12,569.52,452.45,492.98,2817.61
555.05,489.43,392.13,475.32,2817.61
454.29,398.06,332.03,401.11,2817.61
339.65,302.22,264.6,343.24,2817.61
238.93,217.88,254.37,257.24,2817.61
159.11,148.7,169.47,188.05,2817.61
98.49,93.67,100.24,130.21,2817.61
57.48,56.28,56.28,79.39,2817.61
30.82,30.89,38.21,38.57,2817.61
10.41,10.62,10.14,11.8,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0.08,0.08,0.08,0.08,2817.61
13.29,13.85,13.36,9.6,2817.61
35.52,35.8,31.55,36.48,2817.61
71.79,70.33,71.82,82.69,2817.61
134.13,129.32,130.73,153.26,2817.61
215.39,203.45,216.63,244.83,2817.61
322.26,300.12,331.1,365.65,2817.61
461.41,427.58,459.84,488.04,2817.61
590.16,541.57,602.25,618.6,2817.61
706.87,655.22,716.76,757.49,2817.61
827.1,763.15,816.92,898.37,2817.61
950.63,869.95,983.17,1042.13,2817.61
1061.4,971.54,1079.14,1187.84,2817.61
1156.6,1062.68,1164.93,1327.77,2817.61
1255.41,1142.85,1379.39,1435.37,2817.61
1348.79,1209.94,1434.72,1538.34,2817.61
1450.28,1277.74,1491.36,1625.97,2817.61
1557.62,1350.2,1553.2,1694.17,2817.61
1658.57,1422.96,1745.19,1730.56,2817.61
1711.93,1472.71,1779.3,1759.93,2817.61
1752.3,1501.82,1793.17,1764.11,2817.61
1786.8,1525.05,1801.91,1738.55,2817.61
1815.8,1544.38,1807.47,1733.78,2817.61
1837.55,1567.23,1760.11,1686.5,2817.61
1853.54,1583.53,1766.82,1716.91,2817.61
1862.86,1594.51,1768.68,1674.7,2817.61
1865.85,1599.17,1764.68,1707.93,2817.61
1864.39,1597.31,1678.72,1757.59,2817.61
1856.81,1590.26,1667.63,1771.53,2817.61
1842.2,1577.62,1651.14,1741.4,2817.61
1821.35,1559.25,1629.12,1705.08,2817.61
1789.54,1534.92,1682.13,1670.78,2817.61
1753.52,1505.09,1644.98,1663.43,2817.61
1713.07,1472.27,1605.21,1636.87,2817.61
1670.05,1432.74,1559.07,1611.59,2817.61
1610.38,1384.12,1535.19,1557.05,2817.61
1526.47,1322.85,1466.4,1515.51,2817.61
1422.79,1243.84,1380.25,1402.58,2817.61
1322.14,1166.36,1295.98,1341.47,2817.61
1228.63,1086.25,1240.83,1260.56,2817.61
1141.81,1010.75,1157.65,1178.08,2817.61
1055.76,937.93,1077.52,1114.9,2817.61
960.46,856.52,972.53,1022.09,2817.61
841.83,758.91,932.29,930,2817.61
732.54,666.74,810.85,823.5,2817.61
631.24,576.2,673.98,719.92,2817.61
520.86,472.33,528.05,601.47,2817.61
388.17,353.88,474.55,479.41,2817.61
265.93,247.43,323.87,371.89,2817.61
173.18,163.84,200.13,273.36,2817.61
105.45,101.27,101.28,190.9,2817.61
59.86,59.33,108.81,122.3,2817.61
31.5,32.22,32.19,70.61,2817.61
11.77,12.26,12.02,27.77,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
1.21,1.12,1.14,0.2,2817.61
17.32,16.14,15.82,11.72,2817.61
39.06,38.01,32.52,52.97,2817.61
72.55,73.09,84.11,119.68,2817.61
127.75,132.89,140.84,198.93,2817.61
194.46,207.89,261.98,304.71,2817.61
275.4,304.32,346.88,422.31,2817.61
382.65,428.83,518.48,550.87,2817.61
491.4,544.9,625.18,678.5,2817.61
593.4,654.15,724.59,802.42,2817.61
688.27,755.13,844.66,935.58,2817.61
784.47,867.68,936.52,1055.66,2817.61
883.91,980.2,1030.09,1181.59,2817.61
978.04,1081.8,1221.73,1302.41,2817.61
1066.95,1178.65,1297.13,1401.93,2817.61
1153.5,1269.47,1365.83,1498.97,2817.61
1243.42,1366.19,1562.92,1586.75,2817.61
1337.33,1469.24,1631.11,1662.18,2817.61
1433.25,1579.58,1701.9,1742.87,2817.61
1497.99,1664.8,1754.27,1795.19,2817.61
1553.27,1726.68,1812.19,1836.05,2817.61
1603.64,1776.59,1838.54,1865.28,2817.61
1649.26,1820.35,1862.67,1911.41,2817.61
1644.99,1830.32,1843.61,1926.52,2817.61
1634.8,1834.26,1907.45,1936.5,2817.61
1618.61,1830.94,1874.64,1916.35,2817.61
1598.04,1820.35,1837.35,1883.94,2817.61
1565.92,1810.06,1895.83,1858.47,2817.61
1528.43,1794.5,1876,1839.79,2817.61
1487.66,1773.13,1818.14,1821.25,2817.61
1443.71,1745.12,1787.89,1812.99,2817.61
1393.89,1706.24,1746.88,1748.27,2817.61
1341.06,1662.05,1700.67,1683.77,2817.61
1288.55,1611.85,1670,1663.99,2817.61
1236.64,1556.32,1611.58,1580.92,2817.61
1179.83,1463.81,1516.32,1498.97,2817.61
1106.08,1360.06,1427.05,1462.78,2817.61
1029.92,1255.02,1318.69,1367.65,2817.61
956.73,1155.98,1216.48,1265.89,2817.61
881.81,1054.18,1111.66,1186.24,2817.61
806.78,956.56,1095.74,1091.75,2817.61
733.91,862.13,994.38,997.46,2817.61
656.11,760.26,885.93,905.67,2817.61
574.23,658.53,777.9,787.58,2817.61
495,564.35,714.81,700.04,2817.61
418.1,470.7,613.64,605.44,2817.61
338.07,371.57,473.41,520.94,2817.61
259.14,284.86,349.36,429.74,2817.61
191.71,207.43,238.05,334.07,2817.61
135.55,144.62,214.01,247.48,2817.61
89.82,93.98,126.92,172.54,2817.61
57.71,58.38,58.38,111.58,2817.61
33.78,33.74,33.33,63.15,2817.61
14.4,14.28,24.73,25.49,2817.61
0.04,0.04,0.04,0.05,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
2.87,2.74,2.54,0.47,2817.61
20.95,19.55,19.88,8.35,2817.61
41.92,40.42,37.98,35.05,2817.61
71.8,72.24,57.75,74.51,2817.61
117.11,123.73,123.17,125.3,2817.61
169.32,185.38,177.4,188.64,2817.61
228.92,260.59,246.33,259.29,2817.61
296.21,350.3,318.9,343.88,2817.61
365.26,437.22,427.28,437.72,2817.61
437.05,522.67,500.66,534.47,2817.61
507.58,599.8,601.58,624.98,2817.61
578.78,680.21,696.49,703.33,2817.61
644.79,761.21,776.68,801.13,2817.61
709.49,838.97,853.67,892.59,2817.61
774.55,913.27,927.24,1002.91,2817.61
840.67,989.12,1079.57,1120,2817.61
907.55,1064.6,1150.55,1210.28,2817.61
971.58,1141.75,1223.43,1269.7,2817.61
1037.39,1222.31,1299.93,1322.28,2817.61
1097.37,1301.85,1397.87,1380.4,2817.61
1157.13,1375.4,1466.65,1422.07,2817.61
1219.09,1446.53,1533.25,1472.08,2817.61
1273.78,1509.14,1591.54,1486.06,2817.61
1296.34,1509.95,1501.59,1564.31,2817.61
1310.63,1501.74,1493.79,1619.24,2817.61
1318.15,1487.19,1479.65,1660.89,2817.61
1318.02,1470.74,1463.58,1688.34,2817.61
1300.02,1461.74,1657.59,1712.47,2817.61
1276.11,1451.43,1637.55,1681.61,2817.61
1245.4,1434.61,1611.48,1607.86,2817.61
1210.81,1408.05,1576.13,1527.19,2817.61
1176.65,1377.48,1485.24,1385.77,2817.61
1137.4,1343.3,1445.7,1261.78,2817.61
1095.86,1304.41,1401.72,1165.14,2817.61
1054.11,1261.8,1354.26,1057.83,2817.61
1000.04,1194.38,1015.77,958.45,2817.61
942.79,1121.86,952.13,892.89,2817.61
883.43,1046.26,884.97,823.05,2817.61
824.42,972.74,819.47,779.25,2817.61
773.62,903.42,736.98,750.93,2817.61
721.62,836.79,678.64,721.84,2817.61
668.75,767.54,617.26,723.58,2817.61
609.71,695.99,553.19,706.34,2817.61
540.15,617.82,634.4,681.04,2817.61
470.93,541.15,556.9,658.4,2817.61
403.31,462.6,475.69,607.52,2817.61
335.35,378.2,387.09,527.47,2817.61
265.63,293.14,298.2,415.39,2817.61
201.4,216.96,305.77,317.49,2817.61
145.12,152.38,202.99,225.81,2817.61
97.68,100.27,116.28,154.12,2817.61
61.36,62.1,62.1,98.09,2817.61
35.9,35.92,53.15,53.17,2817.61
16.32,16.42,16.27,21.25,2817.61
0.37,0.36,0.36,0.4,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
4.91,5.24,5.41,1.19,2817.61
21.61,21.98,18.94,13.19,2817.61
42.05,43.96,35.07,42.16,2817.61
72.81,80.08,69.23,82.93,2817.61
121.84,138.27,135.29,132.97,2817.61
181.03,213.96,202.26,195.74,2817.61
250.97,310.26,283.42,258.69,2817.61
329.56,419.48,376.18,323.76,2817.61
414.25,533.6,436.6,388,2817.61
493.02,631.16,524.91,452.73,2817.61
565.2,724.13,649.34,522.08,2817.61
647.56,824.45,753.38,591.96,2817.61
733.22,927.7,755.32,668.63,2817.61
822.48,1022.81,859.01,765.11,2817.61
909.79,1123.12,967.46,870.63,2817.61
1008.37,1213.64,1065.73,1003.52,2817.61
1107.43,1302.88,1110.6,1155.02,2817.61
1203.12,1394.32,1211.6,1329.41,2817.61
1304.47,1484.69,1311.06,1513.36,2817.61
1393.43,1563.32,1398.33,1698.68,2817.61
1485.84,1633.91,1477.12,1810.26,2817.61
1582.45,1696.88,1547.89,1874.57,2817.61
1667.76,1754.14,1907.68,1900.7,2817.61
1684.55,1755.57,1901.47,1869.26,2817.61
1692.24,1745.84,1884.49,1843.08,2817.61
1688.83,1727.04,1858.79,1802.89,2817.61
1676.69,1700.28,1825.48,1765.49,2817.61
1651.26,1674.05,1738.6,1692.7,2817.61
1621.38,1641.16,1702.5,1653.86,2817.61
1586.89,1601.6,1659.9,1591.86,2817.61
1548.9,1558.31,1613.71,1505.29,2817.61
1496.03,1505.52,1558.16,1441.16,2817.61
1439.6,1448.15,1388.33,1363.58,2817.61
1379.06,1386.92,1330.08,1266.44,2817.61
1314.77,1322.48,1268.46,1180.12,2817.61
1211.58,1203.28,1151.95,1089.37,2817.61
1106.89,1094.19,993.39,993.07,2817.61
1004.6,985.79,890,926.41,2817.61
907.67,876.96,785.93,846.11,2817.61
807.64,776.61,690.11,750.57,2817.61
709.48,682.57,600.38,672.31,2817.61
612.38,592.07,582.53,614.85,2817.61
515.62,499.07,490,560.56,2817.61
429,411.89,403.27,509.94,2817.61
347.74,332.73,325.58,454.33,2817.61
274.14,263.24,258.39,396.12,2817.61
211.67,204.59,332.99,337.42,2817.61
167.67,165.03,256.49,273.97,2817.61
128.04,128.62,186.54,206.98,2817.61
93.79,95.64,123.14,145.76,2817.61
64.01,67.1,67.1,96.05,2817.61
41.94,45.4,62.27,55.02,2817.61
25.68,28.37,33.71,29.41,2817.61
12.24,13.49,15.2,10.44,2817.61
0.74,0.82,0,0.56,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
7.29,7.6,6.3,0.71,2817.61
23.43,22.74,15.64,6.08,2817.61
42.67,36.88,33.49,19.61,2817.61
74.51,59.54,49.58,40.2,2817.61
123.67,91.3,93.72,68.88,2817.61
186.73,137.67,131.88,103.85,2817.61
265.83,197.24,211.58,145.82,2817.61
358.05,250.12,236.97,205.32,2817.61
456.35,303.41,322.82,273.27,2817.61
538.65,380.93,405.84,355.7,2817.61
622.38,458.08,425.92,449.16,2817.61
710.78,528.92,495.16,541.69,2817.61
802.37,602.66,563.54,623.65,2817.61
881.48,673.34,696.06,702.35,2817.61
964.54,741.54,755.22,804.67,2817.61
1035.85,809.65,805.58,892.05,2817.61
1110.07,878.83,854.62,944.99,2817.61
1185.81,926.29,992.72,1016.25,2817.61
1259.33,971.89,1034.8,1040.79,2817.61
1311.32,1013.98,1073.76,1096.95,2817.61
1351.39,1053.39,1110.2,1123.33,2817.61
1385.06,1088.63,1147.31,1116.44,2817.61
1414.08,1123.71,1179.48,1153.18,2817.61
1449.06,1143.52,1196.52,1185.92,2817.61
1478.16,1161.68,1212.04,1166.32,2817.61
1501.37,1177.37,1186.45,1176.78,2817.61
1518.33,1189.33,1197.97,1206.23,2817.61
1531.03,1208.98,1217.19,1204.41,2817.61
1538.7,1226.99,1234.81,1242.33,2817.61
1541.57,1242.68,1259.33,1247.38,2817.61
1538.75,1255.86,1271.68,1283.55,2817.61
1530.14,1262.53,1277.57,1295.47,2817.61
1515.21,1264.73,1279.02,1245.97,2817.61
1494.25,1261.7,1256.13,1298.57,2817.61
1469.86,1254.03,1248.74,1345.62,2817.61
1424.65,1226.91,1221.88,1329.54,2817.61
1368.79,1193.93,1189.16,1345.71,2817.61
1289.9,1148.69,1305.8,1347.34,2817.61
1206.58,1096.62,1245.91,1325.17,2817.61
1121.4,1029.96,1171.82,1267.22,2817.61
1043.01,965.93,1100.74,1209.19,2817.61
966.4,903.07,1031.17,1135.77,2817.61
888.87,837.56,1074.18,1039.47,2817.61
786.32,750.29,975.12,943.84,2817.61
687.91,665.14,851.91,840.21,2817.61
593.73,580.51,707.32,721,2817.61
496.26,488.06,628.2,601.31,2817.61
375.99,369.83,469.75,489.73,2817.61
268.17,264.74,328.03,380.84,2817.61
180.11,178.42,208.47,288.89,2817.61
114.95,113.74,113.74,200.34,2817.61
67.52,67.18,104.69,126.81,2817.61
37.72,37.72,37.72,71.83,2817.61
18.93,19.02,18.4,31.04,2817.61
1.7,1.76,1.72,3.6,2817.61
0,0,0.75,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
8.46,10.88,6.82,1.97,2817.61
22.77,31.29,13.77,18.81,2817.61
41.08,61.77,29.93,57.31,2817.61
73.49,114.42,62.79,112.92,2817.61
124.33,201.91,166.73,184.47,2817.61
189.17,284.56,240.45,264.73,2817.61
274.67,371.1,350.9,356.09,2817.61
369.07,490.25,464.09,444.14,2817.61
463.51,605.45,576.08,512.71,2817.61
548.6,703.51,649.55,589.18,2817.61
631.47,797.58,762.14,664.2,2817.61
708.66,884.5,857.96,740.13,2817.61
790.57,973.21,840.07,797.57,2817.61
870.05,1061.59,936.76,826.84,2817.61
943.99,1148.14,1032.1,887.83,2817.61
1013.37,1210.91,1099.84,939.52,2817.61
1079.52,1269.46,1030.35,1014.75,2817.61
1145.33,1323.53,1095.57,1107.51,2817.61
1213.02,1374.08,1156.76,1172.96,2817.61
1265.07,1423.07,1217.72,1196.37,2817.61
1314,1462.8,1279.95,1320.75,2817.61
1360.45,1497.45,1323.67,1375.15,2817.61
1401.25,1528.22,1363.1,1425.94,2817.61
1428.95,1554.95,1396.45,1450.54,2817.61
1451.19,1578.49,1457,1482.38,2817.61
1469.04,1598.38,1481.25,1563.49,2817.61
1480.39,1611.74,1498.71,1532.65,2817.61
1492.43,1630.05,1522.05,1551.46,2817.61
1500,1644.93,1547.63,1578.09,2817.61
1500.59,1654.76,1561.77,1582.79,2817.61
1492.78,1658.02,1569.17,1553.68,2817.61
1489.37,1652.88,1569.27,1554.4,2817.61
1477.84,1641.3,1562.78,1474.51,2817.61
1459.49,1620.13,1532.84,1414.28,2817.61
1434.17,1593.03,1512.77,1455.23,2817.61
1377.67,1541.78,1461.39,1396.97,2817.61
1314.85,1479.61,1399.16,1355.69,2817.61
1245.5,1398.91,1278.97,1334.61,2817.61
1174.95,1315.22,1201.17,1261.45,2817.61
1106.29,1230.65,1122.33,1194.35,2817.61
1037.09,1146.71,1043.87,1166.43,2817.61
960.11,1060.7,1094.86,1076.83,2817.61
879.39,970.72,1003.45,964.95,2817.61
783.65,865.53,897.04,872.5,2817.61
691.88,763.77,789.67,770.48,2817.61
602.22,663.29,672.62,684.33,2817.61
506.58,554.06,561.88,586.09,2817.61
384.34,417.25,422.31,497.71,2817.61
273.85,295.87,298.35,383.97,2817.61
183.65,196.31,196.36,294.42,2817.61
116.61,122.69,162.86,210.32,2817.61
67.93,71.48,83.94,137.47,2817.61
37.51,40.22,39.95,80.89,2817.61
19.74,21.29,22.48,35.61,2817.61
2.77,2.96,8.82,5.83,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
